orig.order,quadrat,transect,site,year,era,real.date,comm.date,urch,chit,treat,BASP,CCAP,EALM,RFSP,OPCA,RBSP,AGFI,BFSP,DICL,Cris,HEPA,PHPA,BRUP,SPS1,SPS3,SPS8,SPS9,SPS10,SPOT,MSP1,SYSP,SCUN,BRSH,EUBI,DELI,HYSP,EPSC,BAEL,MEFA.c,MEFA,ANE1,GERU,DOCO,DOFE,TUBE,PSOC,VECO,BACR,PSCH,TETR,CHHA,POMA,META,PYST,PEAN,CLHU,DICA,TCM3,DITR,EUPU,SYPA,APPO,APSO,TCM2,TCOT,BOVI,Chel,Core,CNFI,HAIG,Stye,ASPA,TSV1,TSV2,TSOT,INOT,OTHE,HBCO,FUZZ,SHEL,RUBB,richness,diversity,evenness,DETRITUS,BASP,CCAP,EALM,RBSP,RFSP,KELP,HYSP,BRUP,HBCO,SPEN,SPUP,BREN,ZOAN,STCO,SOCO,ANEM,TUCL,TUSO,BARN,PSOL,BRAC,BIVA,ASSO,ASCO,ASUN,FG.detail.R,FG.detail.D,FG.detail.E,space,macroalgae,sponge,hydroid,bryozoan,clonascid,cloninvert,solinvert
459,SC5_47,SC5,SC,2009,Modern.R,38616,38617,u_con,c_rem,u_con.c_rem,0.005149331,0.108135942,0.066941298,0.015447992,0,0.051493306,0.061791967,0.010298661,0,0.005149331,0,0,0,0,0,0,0,0,0.010298661,0,0,0,0.005149331,0,0,0.077239959,0,0.020597322,0,0,0,0,0,0,0.005149331,0,0,0,0,0.005149331,0,0,0.066941298,0.021112255,0,0,0.308959835,0,0,0,0,0,0.021112255,0,0,0.010298661,0,0,0,0,0,0,0,0,0,0.005149331,0,0.046343975,0.072090628,0,0,17,1.998995982,0.705557873,0.118434604,0.005149331,0.108135942,0.066941298,0.051493306,0.015447992,0.072090628,0.077239959,0.005149331,0.046343975,0.010298661,0,0.005149331,0,0.020597322,0,0,0,0.005149331,0,0,0.005149331,0,0.088053553,0.330072091,0.010298661,14,1.869850627,0.708529749,0.180226571,0.139031926,0.010298661,0.077239959,0.010298661,0.418125644,0,0.041194645
460,SC5_49,SC5,SC,2009,Modern.R,38616,38617,u_con,c_con,u_con.c_con,0.005204267,0.015612802,0.06245121,0,0,0.026021337,0.140515222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000260213,0.005204267,0.02081707,0,0,0.161332292,0,0.010928962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29143898,0.067655477,0,0,0.130106687,0,0,0,0,0,0,0,0,0.026021337,0,0,0,0,0,0,0.005204267,0,0,0,0,0.015612802,0.015612802,0,0,12,1.858837503,0.748051241,0.031225605,0.005204267,0.015612802,0.06245121,0.026021337,0,0.140515222,0.161332292,0,0.015612802,0,0.000260213,0.026021337,0,0.010928962,0,0,0,0,0,0,0,0,0.359094457,0.130106687,0.031225605,10,1.691175321,0.73446811,0.08326828,0.16653656,0.000260213,0.161332292,0.026021337,0.489201145,0,0.042154567
461,SC5_50,SC5,SC,2009,Modern.R,38616,38617,u_con,c_rem,u_con.c_rem,0.004743619,0.040885475,0.131466004,0.004517732,0,0.027106393,0.090580529,0,0,0,0,0.000225887,0.000451773,0,0,0,0,0,0.018748588,0,0.018070928,0,0.004517732,0,0,0.004743619,0,0.004743619,0,0,0.000225887,0,0,0,0.009035464,0.000225887,0,0,0,0.000225887,0,0.004517732,0.217302914,0.090806415,0,0,0.154280551,0,0,0,0,0,0.004517732,0,0,0.027558166,0,0.000225887,0,0,0,0,0,0,0,0,0,0.027106393,0.113169189,0,0,21,1.966643819,0.645961349,0.140275582,0.004743619,0.040885475,0.131466004,0.027106393,0.004517732,0.090580529,0.004743619,0.00067766,0.027106393,0.018748588,0.018070928,0.004517732,0,0.004743619,0,0.000225887,0,0.009261351,0,0,0.000225887,0.004517732,0.308109329,0.158798283,0.027784052,17,1.75758732,0.620351208,0.177095098,0.122204653,0.036819517,0.004743619,0.005195392,0.466907612,0,0.046758527
462,SC6_14,SC6,SC,2009,Modern.R,38616,38617,u_rem,c_con,u_rem.c_con,0.005393996,0.099202627,0.450281426,0,0,0.004690432,0.089118199,0.000469043,0.000234522,0,0,0,0,0,0,0,0,0,0.019230769,0,0,0.019465291,0.023921201,0.004690432,0,0,0,0,0,0,0,0,0,0,0.009615385,0.005628518,0,0,0.014305816,0,0,0,0,0,0,0,0,0.000234522,0,0,0,0,0,0,0,0,0.004690432,0,0,0,0,0,0,0,0,0,0,0,0.248827392,0,0,13,1.810409095,0.705826448,0.248827392,0.005393996,0.099202627,0.450281426,0.004690432,0,0.089587242,0,0.000234522,0,0.019230769,0,0.048076923,0,0,0,0,0,0.015243902,0,0.014305816,0,0,0,0.000234522,0.004690432,9,1.513997947,0.68905016,0.554878049,0.094277674,0.019230769,0,0.048311445,0.000234522,0,0.03424015
463,SC6_18,SC6,SC,2009,Modern.R,38616,38617,u_rem,c_rem,u_rem.c_rem,0.01598579,0.0713017,0.26922101,0.030449125,0,0.061151992,0,0,0.005074854,0,0,0,0.005328597,0.030702867,0,0,0,0,0.040598833,0,0,0.025881756,0.076122811,0.188023344,0,0,0,0.000253743,0,0,0,0,0,0,0.000761228,0.006343568,0,0,0.005328597,0.005074854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005074854,0,0,0,0,0,0,0,0.005074854,0,0,0.152245623,0,0,16,1.979866754,0.714085987,0.152245623,0.01598579,0.0713017,0.26922101,0.061151992,0.030449125,0,0,0.010403451,0,0.0713017,0,0.290027912,0,0.000253743,0,0,0,0.007104796,0,0.005328597,0.005074854,0,0,0,0.005074854,10,1.316675174,0.571824763,0.3565085,0.091601116,0.0713017,0,0.300431363,0,0,0.022836843
464,SC6_21,SC6,SC,2009,Modern.R,38616,38617,u_rem,c_rem,u_rem.c_rem,0.005243958,0.078887369,0.355677155,0.004559964,0,0.004559964,0.004559964,0,0.013679891,0,0,0,0,0,0,0,0,0,0.004787962,0,0,0.004559964,0.037391701,0.319197446,0,0,0,0.023483812,0,0,0,0,0,0,0.027815777,0.028955768,0,0,0.018239854,0.027359781,0,0.004559964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004559964,0,0.031919745,0,0,14,1.561211166,0.591579102,0.036479708,0.005243958,0.078887369,0.355677155,0.004559964,0.004559964,0.004559964,0,0.013679891,0,0.004787962,0,0.361149111,0,0.023483812,0,0,0,0.056771546,0,0.018239854,0.027359781,0.004559964,0,0,0,11,1.21084871,0.504963133,0.439808482,0.013679891,0.004787962,0,0.374829001,0,0,0.130414957
465,SC6_33,SC6,SC,2009,Modern.R,38616,38617,u_rem,c_con,u_rem.c_con,0,0.100337926,0.151026774,0.03145308,0,0.010397713,0.296594749,0,0.005458799,0,0,0,0.010657655,0,0,0,0,0,0.015596569,0,0,0.006238628,0.011437484,0.072783988,0,0,0,0.000519886,0,0,0,0,0,0,0.036391994,0.000519886,0,0,0.000259943,0.021315311,0,0,0,0,0,0,0.000259943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015596569,0,0.005198856,0.20795425,0,0,16,1.638187816,0.59085136,0.213153106,0,0.100337926,0.151026774,0.010397713,0.03145308,0.296594749,0,0.016116454,0.005198856,0.015596569,0,0.090460099,0,0.000519886,0,0,0,0.036911879,0,0.000259943,0.021315311,0,0,0.000259943,0,12,1.460067086,0.58757422,0.2513647,0.338445542,0.015596569,0,0.106576553,0.000259943,0,0.059007018
466,SC7_2,SC7,SC,2009,Modern.R,38616,38617,u_con,c_rem,u_con.c_rem,0,0.082554856,0.039104932,0,0,0.013034977,0,0,0.008689985,0,0,0,0,0,0,0,0,0,0,0,0,0.065174886,0,0,0,0.291114491,0,0.013252227,0,0,0.008689985,0,0,0,0.034759939,0.00021725,0,0,0.004344992,0,0.004344992,0,0.004562242,0,0,0,0.169454703,0,0,0,0,0,0,0,0,0,0,0.01737997,0.004344992,0,0,0,0,0,0,0.004344992,0,0,0.234629589,0,0,15,1.645097883,0.607484264,0.234629589,0,0.082554856,0.039104932,0.013034977,0,0,0.291114491,0.008689985,0,0,0,0.065174886,0,0.013252227,0,0.008689985,0,0.034977189,0,0.004344992,0,0.004344992,0.004562242,0.169454703,0.021724962,12,1.596469466,0.642466576,0.121659787,0.013034977,0,0.291114491,0.073864871,0.174016945,0,0.087334347
467,SC7_3,SC7,SC,2009,Modern.R,38616,38617,u_con,c_con,u_con.c_con,0,0.097843728,0.088105727,0,0,0.004637144,0,0,0.125202875,0,0,0,0,0.004637144,0,0,0,0,0.004637144,0,0,0.125202875,0,0.069557153,0,0,0,0.028054718,0,0,0,0,0,0,0.023649432,0.000927429,0,0,0.004637144,0.004869001,0,0,0.056109437,0,0,0,0.222582889,0,0,0,0,0,0,0,0,0,0,0.004637144,0.014143288,0,0,0,0,0,0,0,0,0,0.120565732,0,0,15,1.952389183,0.72095753,0.120565732,0,0.097843728,0.088105727,0.004637144,0,0,0,0.125202875,0,0.009274287,0,0.194760028,0,0.028054718,0,0,0,0.024576861,0,0.004637144,0.004869001,0,0.056109437,0.222582889,0.018780431,11,1.73924777,0.725322657,0.185949455,0.004637144,0.009274287,0,0.319962903,0.278692326,0,0.080918154
468,SC7_4,SC7,SC,2009,Modern.R,38616,38617,u_con,c_rem,u_con.c_rem,0.005194805,0.231641086,0.113341204,0,0,0.00472255,0,0,0.053128689,0,0,0,0,0,0,0,0,0.014167651,0.014403778,0,0,0.029043684,0.028571429,0.01038961,0,0,0,0.015112161,0,0.00472255,0.000236128,0,0,0,0.024557261,0.01133412,0,0,0,0.000236128,0,0,0,0,0,0,0.231404959,0,0,0,0,0,0,0,0,0,0.00472255,0.00472255,0,0,0,0,0,0,0,0,0,0.00472255,0.193624557,0,0,16,1.814167036,0.654322446,0.198347107,0.005194805,0.231641086,0.113341204,0.00472255,0,0,0,0.053128689,0.00472255,0.028571429,0,0.068004723,0,0.015112161,0,0.004958678,0,0.035891381,0,0,0.000236128,0,0,0.231404959,0.0094451,11,1.592830072,0.664261734,0.350177096,0.00472255,0.028571429,0,0.121133412,0.231404959,0,0.065643447
469,SC7_5,SC7,SC,2009,Modern.R,38616,38617,u_con,c_con,u_con.c_con,0,0.180684018,0.081738008,0,0,0,0,0,0.09894601,0,0,0,0.008604001,0,0,0,0,0,0.004302,0,0,0.116154012,0,0.008604001,0,0,0,0.017208002,0,0,0.0045171,0,0,0,0.056356206,0.017638202,0,0,0,0.021510002,0.013121101,0,0,0,0,0,0.069047107,0,0,0,0,0,0,0,0,0.017208002,0,0,0.004302,0,0,0,0,0,0,0.0004302,0.004302,0,0.271026027,0,0.004302,15,2.1287121,0.786068183,0.279630028,0,0.180684018,0.081738008,0,0,0,0,0.107550011,0,0.004302,0,0.124758012,0,0.017208002,0,0.0045171,0,0.073994407,0,0,0.021510002,0.013121101,0,0.069047107,0.021510002,10,1.87690939,0.815131391,0.262422026,0,0.004302,0,0.232308023,0.069047107,0,0.151860615
470,SC8_37,SC8,SC,2009,Modern.R,38616,38617,u_rem,c_con,u_rem.c_con,0.004813478,0.063056558,0.02912154,0,0,0.005294826,0,0,0,0,0,0,0,0,0,0,0,0,0.010108303,0,0.005054152,0,0.009867629,0,0,0,0,0,0.062575211,0.346570397,0,0.004813478,0.038507822,0,0.005294826,0,0,0,0,0.000481348,0,0,0,0,0,0,0.163898917,0.000240674,0,0,0.014440433,0,0,0,0,0,0,0.004813478,0,0,0,0,0,0,0,0,0,0,0.231046931,0,0,14,1.470093576,0.557052535,0.231046931,0.004813478,0.063056558,0.02912154,0.005294826,0,0,0,0,0,0.010108303,0.005054152,0.009867629,0,0,0.004813478,0.409145608,0.038507822,0.005294826,0,0,0.000481348,0,0,0.178580024,0.004813478,11,1.132288552,0.472201003,0.096991576,0.005294826,0.015162455,0,0.009867629,0.178580024,0.0433213,0.419735259
471,SC8_38,SC8,SC,2009,Modern.R,38616,38617,u_rem,c_rem,u_rem.c_rem,0.01257071,0.051120888,0.150848523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016760947,0,0,0,0.004190237,0,0.067672323,0,0,0,0,0.042111879,0,0.004190237,0.009637545,0,0,0,0.008589985,0.001466583,0.01257071,0.000419024,0.004190237,0.000209512,0,0.004399749,0.251414205,0.008380473,0,0,0.259794678,0,0,0,0.037921643,0,0,0,0,0.004190237,0,0.021370207,0.000838047,0,0,0,0,0,0,0.004190237,0,0,0.020951184,0,0,21,1.860339152,0.611044651,0.020951184,0.01257071,0.051120888,0.150848523,0,0,0,0,0,0,0.016760947,0.004190237,0.067672323,0,0.042111879,0,0.013827781,0,0.022627278,0.000419024,0.004190237,0.000209512,0.004399749,0.259794678,0.297716321,0.026398492,13,1.581397925,0.616541578,0.214540122,0,0.020951184,0,0.067672323,0.557510999,0,0.114183951
472,SC8_39,SC8,SC,2009,Modern.R,38616,38617,u_rem,c_con,u_rem.c_con,0.014666341,0.137374725,0.043999022,0.014666341,0,0.053776583,0,0.019555121,0,0,0,0,0.000244439,0,0,0,0,0,0.020043999,0,0,0.00977756,0.010022,0,0,0,0,0,0.019555121,0.185773649,0.000488878,0,0.048887802,0,0,0.000244439,0.00977756,0,0,0,0,0,0,0,0,0,0.063554143,0,0,0,0,0,0,0,0,0,0,0.034465901,0.00488878,0,0,0,0,0,0,0,0,0,0.254461012,0.053776583,0,16,2.068484075,0.746047929,0.308237595,0.014666341,0.137374725,0.043999022,0.053776583,0.014666341,0.019555121,0,0.000244439,0,0.020043999,0,0.01979956,0,0,0,0.205817648,0.048887802,0.010022,0,0,0,0,0,0.063554143,0.039354681,11,1.871485714,0.780470163,0.196040088,0.087998044,0.020043999,0,0.020043999,0.063554143,0.048887802,0.255194329
473,SC8_40,SC8,SC,2009,Modern.R,38616,38617,u_rem,c_rem,u_rem.c_rem,0,0,0.00476731,0,0,0,0,0,0,0,0,0,0,0,0.013620885,0,0.027241771,0.054710556,0.063564132,0,0,0.01816118,0.03677639,0,0,0,0,0,0,0,0.019523269,0.02292849,0,0,0.009761635,0,0,0,0.0138479,0.009988649,0,0,0.009307605,0,0,0,0.572077185,0.000227015,0,0,0,0,0,0,0,0,0,0.004540295,0.004540295,0,0,0,0,0,0,0.032236095,0,0,0.072871737,0.009307605,0,17,1.577709909,0.556862374,0.082179342,0,0,0.00476731,0,0,0,0,0,0,0.159137344,0,0.054937571,0,0,0.02292849,0.019523269,0,0.009761635,0,0.0138479,0.009988649,0,0.009307605,0.5723042,0.00908059,10,1.202984548,0.522449551,0.00476731,0,0.159137344,0,0.054937571,0.581611805,0.02292849,0.062202043
522,SC1_54,SC1,SC,2009,Modern.R,38698,38697,u_rem,c_rem,u_rem.c_rem,0,0.152384973,0.088856057,0.021317011,0,0.008442381,0,0,0.012874631,0,0,0,0.021317011,0,0,0,0,0,0.008442381,0,0,0,0,0,0,0,0,0.02617138,0,0,0,0,0.021105952,0,0.00443225,0,0,0,0,0.00443225,0,0,0.244829042,0.11861545,0,0,0.148374842,0,0,0,0,0,0,0,0,0,0,0.00443225,0,0,0,0,0,0,0,0,0,0,0.11397214,0,0,13,1.77901994,0.693588719,0.11397214,0,0.152384973,0.088856057,0.008442381,0.021317011,0,0,0.034191642,0,0.008442381,0,0,0,0.02617138,0,0,0.021105952,0.00443225,0,0,0.00443225,0,0.363444491,0.148374842,0.00443225,11,1.387900156,0.578799321,0.24124103,0.029759392,0.008442381,0,0.034191642,0.511819333,0.021105952,0.03946813
523,SC1_62,SC1,SC,2009,Modern.R,38698,38697,u_rem,c_con,u_rem.c_con,0.047355047,0.203511204,0.088011088,0.027720028,0,0.115731116,0,0,0.004851005,0,0,0,0,0,0,0,0,0,0.037191037,0,0,0,0.014553015,0,0,0,0,0.005313005,0,0,0,0,0.023562024,0,0.009471009,0.000231,0,0,0,0.013860014,0.004620005,0,0.198660199,0.065835066,0,0,0.051513052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032340032,0.055671056,0,0,14,1.987520099,0.753117439,0.088011088,0.047355047,0.203511204,0.088011088,0.115731116,0.027720028,0,0,0.004851005,0.032340032,0.037191037,0,0.014553015,0,0.005313005,0,0,0.023562024,0.00970201,0,0,0.013860014,0.004620005,0.264495264,0.051513052,0,13,1.842869535,0.71848184,0.338877339,0.143451143,0.037191037,0,0.019404019,0.316008316,0.023562024,0.033495033
524,SC1_63,SC1,SC,2009,Modern.R,38698,38697,u_rem,c_rem,u_rem.c_rem,0.0052148,0.10479265,0.089644897,0.034765334,0,0,0.019865905,0,0.035261982,0,0,0,0.005463124,0.015147753,0,0,0,0,0.010181276,0,0,0,0.000744971,0,0,0.000248324,0,0.010926248,0,0,0,0,0,0,0,0.000248324,0,0,0,0.0052148,0.0052148,0,0.38738515,0.010926248,0,0,0.203625528,0,0,0,0,0,0,0,0,0,0,0.010181276,0,0,0,0,0,0,0,0,0,0.004966476,0.039980134,0,0,16,1.509747526,0.544526317,0.04494661,0.0052148,0.10479265,0.089644897,0,0.034765334,0.019865905,0.000248324,0.040725106,0.004966476,0.025329029,0,0.000744971,0,0.010926248,0,0,0,0.000248324,0,0,0.0052148,0.0052148,0.398311398,0.203625528,0.010181276,14,1.429854779,0.541805122,0.199652347,0.054631239,0.025329029,0.000248324,0.041470077,0.601936926,0,0.031785448
525,SC1_64,SC1,SC,2009,Modern.R,38698,38697,u_rem,c_con,u_rem.c_con,0.085851832,0.315859856,0.032361594,0.04279219,0,0.059106713,0,0,0.027280021,0,0,0,0.000267451,0,0,0,0,0.005349024,0.053490238,0,0,0,0.005883926,0,0,0,0,0.000534902,0,0,0,0,0.101898903,0,0.010698048,0.000267451,0,0,0,0.016047071,0,0,0,0,0,0,0.059374164,0.005349024,0,0,0,0,0,0.005616475,0,0,0,0.000267451,0,0,0,0,0,0,0.010698048,0,0.021663546,0,0.13934207,0,0,17,2.174585778,0.767533367,0.161005616,0.085851832,0.315859856,0.032361594,0.059106713,0.04279219,0,0,0.027547473,0,0.058839262,0,0.005883926,0,0.000534902,0,0,0.101898903,0.010965499,0,0,0.016047071,0,0,0.070339663,0.010965499,11,2.026445178,0.845093279,0.434073282,0.101898903,0.058839262,0,0.033431399,0.070339663,0.101898903,0.038512971
526,SC4_36,SC4,SC,2009,Modern.R,38698,38697,u_con,c_con,u_con.c_con,0,0.05577232,0.119807207,0,0,0.004590314,0,0,0,0,0,0,0.005049346,0.023410604,0,0,0.00481983,0,0.032132201,0,0,0,0.014689006,0,0,0,0,0.001147579,0,0,0,0,0,0,0.041542346,0.005737893,0,0,0.004590314,0.005049346,0,0,0.257057608,0.010098692,0,0,0.124397521,0,0,0,0,0,0.009410145,0,0,0.009180629,0,0,0,0,0,0,0,0,0,0,0,0.106036263,0.16525132,0.000229516,0,16,1.759184914,0.634491838,0.271517099,0,0.05577232,0.119807207,0.004590314,0,0,0,0.005049346,0.106036263,0.060362635,0,0.014689006,0,0.001147579,0,0,0,0.047280239,0,0.004590314,0.005049346,0,0.2671563,0.133807666,0.009180629,12,1.690975738,0.680498697,0.175579527,0.004590314,0.060362635,0,0.019738352,0.400963966,0,0.067248106
527,SC4_45,SC4,SC,2009,Modern.R,38698,38697,u_con,c_rem,u_con.c_rem,0,0.031855647,0.080418802,0,0,0,0,0,0,0,0,0,0.010024504,0,0,0,0,0,0.160614836,0,0,0,0.022499443,0,0,0,0.013811539,0.004900869,0,0,0,0,0,0,0.013366006,0.004678102,0.004455335,0,0.004455335,0.000222767,0,0,0.365560258,0.040989084,0,0,0.094453108,0.000222767,0,0,0,0,0,0,0,0.013588773,0,0,0,0,0,0,0,0,0,0,0,0.004455335,0.129427489,0,0,15,1.608137679,0.593835993,0.133882825,0,0.031855647,0.080418802,0,0,0,0,0.010024504,0.004455335,0.160614836,0,0.022499443,0.013811539,0.004900869,0,0,0,0.022499443,0,0.004455335,0.000222767,0,0.406549343,0.094675874,0.013588773,12,1.429020357,0.575080097,0.112274449,0,0.160614836,0,0.032523947,0.501225217,0.013811539,0.045667186
528,SC4_51,SC4,SC,2009,Modern.R,38698,38697,u_con,c_rem,u_con.c_rem,0,0.013288336,0.215144484,0,0,0,0,0,0,0,0,0,0.018139633,0.008437039,0,0,0,0,0.042396119,0,0,0,0.02615482,0,0,0,0.008858891,0,0,0,0,0,0,0,0.017085003,0.004429445,0,0,0,0,0,0.004218519,0.413414891,0.008437039,0,0,0.080362793,0,0,0,0,0,0,0,0,0.012655558,0,0,0,0,0,0,0,0,0,0,0,0,0.092807425,0.004640371,0.029529635,12,1.366915718,0.550087352,0.126977431,0,0.013288336,0.215144484,0,0,0,0,0.018139633,0,0.050833158,0,0.02615482,0.008858891,0,0,0,0,0.021514448,0,0,0,0.004218519,0.42185193,0.080362793,0.012655558,9,1.250339574,0.569054063,0.22843282,0,0.050833158,0,0.044294453,0.502214723,0.008858891,0.038388526
529,SC4_52,SC4,SC,2009,Modern.R,38698,38697,u_con,c_con,u_con.c_con,0,0.030115975,0.116161616,0,0,0,0,0,0,0,0,0,0.012158623,0.003741115,0,0,0,0,0.045080434,0,0,0,0.004115226,0,0,0,0,0,0,0,0,0,0,0,0.026187804,0,0.004115226,0.000187056,0.000187056,0.00748223,0,0,0.348110737,0.034605312,0,0,0.07557052,0.003741115,0,0,0,0,0,0,0,0.000374111,0,0,0,0,0,0.029928919,0,0,0,0,0,0.029928919,0.183314628,0,0.044893378,15,1.500765174,0.554186615,0.258136925,0,0.030115975,0.116161616,0,0,0,0,0.012158623,0.029928919,0.048821549,0,0.004115226,0,0,0,0,0,0.03030303,0.000187056,0.000187056,0.00748223,0,0.382716049,0.079311635,0.03030303,11,1.367703913,0.570376833,0.146277591,0,0.048821549,0,0.01627385,0.462027684,0,0.068462402
530,SC5_34,SC5,SC,2009,Modern.R,38698,38697,u_con,c_con,u_con.c_con,0.00415714,0.021201413,0.266056953,0,0,0,0.020785699,0,0,0,0,0,0.004988568,0.046144253,0,0,0,0,0.029099979,0,0.00415714,0.00415714,0.04219497,0,0,0.004364997,0,0.004988568,0,0,0,0,0,0,0.004364997,0.008937851,0,0,0,0.021201413,0,0,0.290999792,0.02140927,0,0,0.041987113,0,0,0,0,0,0,0,0,0.020993556,0,0,0,0,0,0,0,0,0.00415714,0,0,0,0.129494908,0,0.00415714,17,1.894190665,0.668566195,0.133652047,0.00415714,0.021201413,0.266056953,0,0,0.020785699,0.004364997,0.004988568,0,0.075244232,0.00415714,0.04635211,0,0.004988568,0,0,0,0.013302848,0,0,0.021201413,0,0.312409063,0.041987113,0.025150696,12,1.612526477,0.648928392,0.291415506,0.020785699,0.079401372,0.004364997,0.051340678,0.354396175,0,0.064643525
531,SC5_47,SC5,SC,2009,Modern.R,38698,38697,u_con,c_rem,u_con.c_rem,0.02019802,0.135049505,0.158415842,0.015841584,0,0.008118812,0.067524752,0,0,0,0,0,0.008118812,0,0,0,0,0,0.011881188,0,0,0.003960396,0.012871287,0,0,0,0,0.016435644,0,0,0,0,0,0,0.004752475,0.00039604,0.00019802,0.003960396,0,0.007920792,0,0,0.052277228,0.004158416,0,0,0.202178218,0.027920792,0,0,0,0,0.023762376,0,0,0.003960396,0.015841584,0,0,0,0,0,0,0,0,0,0,0,0.194059406,0.00019802,0,20,2.117696263,0.706904379,0.194257426,0.02019802,0.135049505,0.158415842,0.008118812,0.015841584,0.067524752,0,0.008118812,0,0.011881188,0,0.016831683,0,0.016435644,0,0,0,0.005346535,0.003960396,0,0.007920792,0,0.056435644,0.253861386,0.01980198,13,1.71100618,0.66707211,0.313663366,0.091485149,0.011881188,0,0.024950495,0.31029703,0,0.053465347
532,SC5_49,SC5,SC,2009,Modern.R,38698,38697,u_con,c_con,u_con.c_con,0.008668076,0.038689218,0.173361522,0,0,0.00845666,0.042283298,0,0.00422833,0,0,0,0,0,0,0,0,0,0.00845666,0,0,0,0.017758985,0,0,0,0,0.005496829,0,0,0,0,0,0,0.000211416,0.001479915,0,0,0,0.00422833,0.00422833,0.00845666,0.279069767,0.013107822,0,0,0.119238901,0,0,0,0,0,0,0,0,0.004439746,0,0,0.000211416,0,0,0,0,0,0.00422833,0,0,0,0.245243129,0,0.00845666,17,1.547309257,0.546132278,0.253699789,0.008668076,0.038689218,0.173361522,0.00845666,0,0.042283298,0,0.00422833,0,0.00845666,0,0.017758985,0,0.005496829,0,0,0,0.001691332,0,0,0.00422833,0.012684989,0.29217759,0.119238901,0.008879493,12,1.415618603,0.569686834,0.220718816,0.050739958,0.00845666,0,0.021987315,0.41141649,0,0.032980973
533,SC5_50,SC5,SC,2009,Modern.R,38698,38697,u_con,c_rem,u_con.c_rem,0.008056593,0.035959914,0.172921989,0,0,0.023776773,0.015916683,0,0.000393005,0,0,0,0,0,0,0,0,0,0.066810768,0,0,0.003930045,0.020239733,0,0,0.00786009,0,0.015916683,0,0,0,0,0,0,0.023580271,0.000786009,0,0,0,0.008253095,0,0.011986638,0.267243073,0.039693456,0,0,0.114560817,0.004126547,0,0,0,0,0.00786009,0,0,0.01218314,0.00786009,0,0,0,0,0,0,0,0,0,0,0.015720181,0.114167813,0.000196502,0,19,2.041625681,0.693383594,0.130084496,0.008056593,0.035959914,0.172921989,0.023776773,0,0.015916683,0.00786009,0.000393005,0.015720181,0.066810768,0,0.024169778,0,0.015916683,0,0,0,0.02436628,0,0,0.008253095,0.011986638,0.30693653,0.126547455,0.02004323,14,1.816116748,0.688168736,0.216938495,0.039693456,0.066810768,0.00786009,0.024562782,0.433483985,0,0.080565927
534,SC6_14,SC6,SC,2009,Modern.R,38698,38697,u_rem,c_con,u_rem.c_con,0,0.122372723,0.448388603,0,0,0,0.093414292,0,0.000233536,0,0,0,0.000467071,0,0,0,0,0,0,0,0,0.009574965,0.03339561,0.009574965,0,0,0,0,0,0,0,0,0,0,0,0.020317609,0,0,0.028257823,0,0,0.009808501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004670715,0,0,0,0,0,0,0,0,0,0,0,0.205511443,0,0.014012144,10,1.680021698,0.729624153,0.219523587,0,0.122372723,0.448388603,0,0,0.093414292,0,0.000700607,0,0,0,0.052545539,0,0,0,0,0,0.020317609,0,0.028257823,0,0.009808501,0,0,0.004670715,7,1.450252832,0.745282527,0.570761326,0.093414292,0,0,0.053246147,0,0,0.063054647
535,SC6_18,SC6,SC,2009,Modern.R,38698,38697,u_rem,c_rem,u_rem.c_rem,0.000499625,0.094928803,0.31976018,0.010242318,0,0,0,0,0.004996253,0,0,0,0,0.040219835,0,0,0,0,0.04071946,0,0,0.015238571,0.070447165,0.214838871,0,0,0,0.000749438,0,0,0,0,0,0,0,0.011741194,0.000249813,0,0.010242318,0.009992506,0,0.000249813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004996253,0,0,0.144891332,0,0.004996253,14,1.685488637,0.638670717,0.149887584,0.000499625,0.094928803,0.31976018,0,0.010242318,0,0,0.004996253,0,0.080939296,0,0.300524607,0,0.000749438,0,0,0,0.011991007,0,0.010242318,0.009992506,0.000249813,0,0,0,9,0.997189967,0.453840712,0.415188609,0.010242318,0.080939296,0,0.305520859,0,0,0.033225081
