quad,site,real.date,comm.date,month,urch,chit,treat,BASP,CCAP,EALM,RFSP,OPCA,RBSP,AGFI,BFSP,DICL,Cris,HEPA,PHPA,BRUP,HBCO,SPS1,SPS3,SPS8,SPS9,SPS10,SPOT,MSP1,SYSP,SCUN,BRSH,EUBI,DELI,HYSP,EPSC,BAEL,MEFA.t,GERU,DOCO,DOFE,TUBE,PSOC,VECO,BACR,PSCH,TETR,CHHA,POMA,META,PYST,PEAN,CLHU,DICA,TCM3,DITR,EUPU,SYPA,APPO,APSO,TCM2,TCOT,BOVI,Chel,Core,CNFI,HAIG,Stye,ASPA,TSV1,TSV2,TSOT,INOT,OTHE,SHEL,FUZZ,RUBB,richness,diversity,evenness,DETRITUS,BASP,CCAP,EALM,RBSP,RFSP,KELP,HYSP,BRUP,HBCO,SPEN,SPUP,BREN,ZOAN,STCO,SOCO,ANEM,TUCL,TUSO,BARN,PSOL,BRAC,BIVA,ASSO,ASCO,ASUN,space,macroalgae,redalgae,sponge,hydroid,bryozoan,clonascid,cloninvert,solinvert,invert.tot,,
ON3_79,ON,23-Mar-10,40259,1003,u_rem,c_rem,u_rem.c_rem,0,0.098792536,0.120746432,0,0,0,0,0,0,0,0,0,0,0,0.192096597,0,0,0,0,0.005488474,0,0,0,0.016465423,0.159165752,0,0.005488474,0,0.039242591,0,0,0,0,0.016465423,0,0.071350165,0.033205269,0,0,0,0,0.082327113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027442371,0.131723381,0,12,2.109875059,0.849076185,0.159165752,0,0.098792536,0.120746432,0,0,0,0.005488474,0,0,0.197585071,0,0.175631175,0,0.039242591,0,0,0,0.087815587,0.033205269,0,0,0,0.082327113,0,0,0.219538968,0,0,0.197585071,0.005488474,0.175631175,0.082327113,0,0.160263447,0.62129528,,
ON4_71,ON,23-Mar-10,40259,1003,u_con,c_rem,u_con.c_rem,0,0.035793631,0.207356208,0,0,0.01505801,0,0,0,0,0,0,0,0,0.079239694,0,0,0.004937053,0,0.00567761,0,0,0,0.095038262,0.064922241,0,0,0,0.015551716,0,0,0,0,0.084917304,0,0.114292767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025425821,0.236978524,0.014811158,11,2.011257956,0.838759715,0.277215502,0,0.035793631,0.207356208,0.01505801,0,0,0,0,0,0.089854357,0,0.159960504,0,0.015551716,0,0,0,0.199210072,0,0,0,0,0,0,0,0.24314984,0.01505801,0.01505801,0.089854357,0,0.159960504,0,0,0.214761787,0.464576648,,
ON4_72,ON,23-Mar-10,40259,1003,u_con,c_rem,u_con.c_rem,0,0.107445386,0.183236737,0,0,0.009808292,0,0,0,0,0,0,0,0,0.20084708,0,0,0,0,0.009585377,0,0,0,0.031654035,0.080472581,0,0,0,0.05439144,0,0,0,0,0.022960321,0,0.067097637,0.000222916,0.00891663,0.004458315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026972804,0.160499331,0.031431119,13,2.018217991,0.786845161,0.218903255,0,0.107445386,0.183236737,0.009808292,0,0,0,0,0,0.210432457,0,0.112126616,0,0.05439144,0,0,0,0.090057958,0.000222916,0.00891663,0.004458315,0,0,0,0,0.290682122,0.009808292,0.009808292,0.210432457,0,0.112126616,0,0,0.158047258,0.480606331,,
ON4_73,ON,23-Mar-10,40259,1003,u_con,c_con,u_con.c_con,0,0.081273089,0.199204319,0,0,0.017050298,0,0,0,0,0,0,0,0.034100597,0.171071327,0,0,0,0,0.000568343,0,0,0.011366866,0.063086104,0.01733447,0.011935209,0,0,0.012503552,0,0,0,0,0.041204888,0.001420858,0.052287582,0,0.011366866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035521455,0.227337312,0.011366866,15,2.111900408,0.77986014,0.274225632,0,0.081273089,0.199204319,0.017050298,0,0,0,0,0.034100597,0.17163967,0,0.103722648,0,0.012503552,0,0,0,0.094913328,0,0.011366866,0,0,0,0,0,0.280477408,0.017050298,0.017050298,0.17163967,0,0.103722648,0,0,0.118783745,0.428246661,,
ON4_74,ON,23-Mar-10,40259,1003,u_con,c_con,u_con.c_con,0,0.061291074,0.140293638,0,0,0.038219529,0,0,0,0,0,0,0,0,0.34071312,0,0,0,0,0.009321836,0,0,0.000233046,0.024003729,0.013982755,0,0,0,0.033325565,0,0,0,0,0.042880447,0.000233046,0.029130739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033325565,0.23304591,0,12,1.716342699,0.690707113,0.266371475,0,0.061291074,0.140293638,0.038219529,0,0,0,0,0,0.350034957,0,0.038219529,0,0.033325565,0,0,0,0.072244232,0,0,0,0,0,0,0,0.201584712,0.038219529,0.038219529,0.350034957,0,0.038219529,0,0,0.105569797,0.493824283,,
ON5_25,ON,23-Mar-10,40259,1003,u_rem,c_con,u_rem.c_con,0,0.068217755,0.064377682,0,0,0.028009939,0,0,0,0,0,0,0,0,0.009035464,0.004517732,0,0,0,0.004517732,0,0,0.01400497,0.027332279,0,0,0.013553196,0,0.041563135,0,0,0,0,0.077253219,0,0.023040434,0,0.009035464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004517732,0,0,0,0,0,0,0,0.005647165,0.596340637,0.009035464,14,2.273127909,0.86134086,0.611023266,0,0.068217755,0.064377682,0.028009939,0,0,0.013553196,0,0,0.018070928,0,0.041337249,0,0.041563135,0,0,0,0.100293653,0,0.009035464,0,0,0,0,0.004517732,0.132595437,0.028009939,0.028009939,0.018070928,0.013553196,0.041337249,0,0,0.155409984,0.228371358,,
ON5_88,ON,23-Mar-10,40259,1003,u_rem,c_rem,u_rem.c_rem,0,0.010504202,0.215336134,0,0,0,0,0,0,0,0,0,0,0,0.084033613,0,0,0,0,0.015756303,0,0,0,0.047268908,0,0,0.31512605,0,0.016806723,0,0,0,0,0.078781513,0.016018908,0.052521008,0.011292017,0.005252101,0,0,0,0.010504202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005252101,0,0,0,0,0,0,0,0,0.005252101,0.110294118,0,14,1.916498758,0.726205807,0.115546218,0,0.010504202,0.215336134,0,0,0,0.31512605,0,0,0.099789916,0,0.047268908,0,0.016806723,0,0,0,0.147321429,0.011292017,0.005252101,0,0,0.010504202,0,0.005252101,0.225840336,0,0,0.099789916,0.31512605,0.047268908,0.010504202,0,0.18592437,0.658613445,,
ON5_89,ON,23-Mar-10,40259,1003,u_rem,c_con,u_rem.c_con,0,0.072485962,0.13323124,0,0,0.01020929,0,0,0,0,0,0,0,0,0.091883614,0,0,0,0,0.035732517,0,0,0.020673813,0.030627871,0,0,0.01020929,0,0.011230219,0,0,0,0,0.066870852,0.000255232,0.05640633,0,0,0,0,0,0.005359877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026033691,0.428790199,0,13,2.147243649,0.837148555,0.45482389,0,0.072485962,0.13323124,0.01020929,0,0,0.01020929,0,0,0.127616131,0,0.051301685,0,0.011230219,0,0,0,0.123532414,0,0,0,0,0.005359877,0,0,0.205717203,0.01020929,0.01020929,0.127616131,0.01020929,0.051301685,0.005359877,0,0.134762634,0.329249617,,
ON5_91,ON,23-Mar-10,40259,1003,u_rem,c_rem,u_rem.c_rem,0,0.010958904,0.136986301,0,0,0,0,0,0,0,0,0,0,0.153424658,0.191780822,0,0,0,0,0.049315068,0,0,0,0.021917808,0,0,0.043835616,0,0.01890411,0,0,0,0,0.076986301,0,0.043835616,0.010958904,0.005479452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005479452,0,0,0,0,0,0,0,0.060273973,0.169863014,0,13,2.09128655,0.815332492,0.230136986,0,0.010958904,0.136986301,0,0,0,0.043835616,0,0.153424658,0.24109589,0,0.021917808,0,0.01890411,0,0,0,0.120821918,0.010958904,0.005479452,0,0,0,0,0.005479452,0.147945205,0,0,0.24109589,0.043835616,0.021917808,0,0,0.161643836,0.621917808,,
PG1_7,PG,23-Mar-10,40259,1003,u_con,c_rem,u_con.c_rem,0,0.233479106,0.045675413,0,0.009961127,0.048833819,0.03425656,0,0.019436346,0.000485909,0,0,0,0,0,0.004859086,0,0.004859086,0,0.073129252,0,0,0.004859086,0.029640428,0.156219631,0,0.043731778,0,0.006073858,0,0,0,0,0.044217687,0.00170068,0,0,0.014577259,0.015063168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004859086,0,0.204081633,0,19,2.261650833,0.768109256,0.208940719,0,0.233479106,0.045675413,0.048833819,0.009961127,0.03425656,0.043731778,0.019922255,0,0.082847425,0,0.190719145,0,0.006073858,0,0,0,0.045918367,0,0.014577259,0.015063168,0,0,0,0,0.279154519,0.093051506,0.058794947,0.082847425,0.043731778,0.210641399,0,0,0.081632653,0.418853256,,
PG1_8,PG,23-Mar-10,40259,1003,u_con,c_con,u_con.c_con,0,0.519713262,0.022401434,0,0,0.062948029,0.040546595,0,0,0.000224014,0,0,0,0,0,0,0,0,0,0.050179211,0,0,0,0.01344086,0.022625448,0,0.068772401,0,0.004928315,0,0,0,0,0.035842294,0,0,0,0,0.000896057,0,0,0.008960573,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004480287,0,0,0,0,0,0,0,0,0,0,0,0.144041219,0,14,1.511958804,0.572916241,0.144041219,0,0.519713262,0.022401434,0.062948029,0,0.040546595,0.068772401,0.000224014,0,0.050179211,0,0.036066308,0,0.004928315,0,0,0,0.035842294,0,0,0.000896057,0,0.008960573,0,0.004480287,0.542114695,0.103494624,0.062948029,0.050179211,0.068772401,0.036290323,0.008960573,0,0.046146953,0.210349462,,
PG1_96,PG,23-Mar-10,40259,1003,u_con,c_rem,u_con.c_rem,0,0.27947695,0.066932624,0,0,0.084219858,0.053191489,0,0.004654255,0,0,0,0.004432624,0,0,0,0,0.000221631,0,0.009086879,0,0,0,0,0.115248227,0,0.013297872,0,0.013962766,0,0,0,0,0.022384752,0,0,0,0,0.013519504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013297872,0.288342199,0.017730496,13,1.825934114,0.711879207,0.319370567,0,0.27947695,0.066932624,0.084219858,0,0.053191489,0.013297872,0.009086879,0,0.009308511,0,0.115248227,0,0.013962766,0,0,0,0.022384752,0,0,0.013519504,0,0,0,0,0.346409574,0.137411348,0.084219858,0.009308511,0.013297872,0.124335106,0,0,0.049867021,0.196808511,,
PG1_97,PG,23-Mar-10,40259,1003,u_con,c_con,u_con.c_con,0,0.104796545,0.104796545,0,0,0.045692203,0,0,0,0,0,0,0.004546488,0,0,0,0,0,0,0.032507388,0,0,0.036371903,0.050238691,0.036371903,0,0.109115708,0,0.014548761,0,0,0,0,0.009774949,0.000227324,0,0,0,0.018867925,0,0.004546488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000227324,0,0,0,0.427369857,0,15,2.223993554,0.821252706,0.427369857,0,0.104796545,0.104796545,0.045692203,0,0,0.109115708,0.004546488,0,0.032507388,0,0.122982496,0,0.014548761,0,0,0,0.010002273,0,0,0.018867925,0.004546488,0,0,0.000227324,0.209593089,0.045692203,0.045692203,0.032507388,0.109115708,0.127528984,0,0,0.048192771,0.317344851,,
PG2_10,PG,23-Mar-10,40259,1003,u_rem,c_rem,u_rem.c_rem,0.104629872,0.073502485,0.345278577,0.005231494,0,0.005231494,0.010462987,0,0.005231494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005231494,0.183102276,0,0,0,0.000523149,0,0,0,0,0,0.010462987,0,0,0,0.026157468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010462987,0.214491237,0,11,1.352048432,0.563847991,0.224954224,0.104629872,0.073502485,0.345278577,0.005231494,0.005231494,0.010462987,0,0.005231494,0,0,0,0.188333769,0,0.000523149,0,0,0,0.010462987,0,0,0.026157468,0,0,0,0,0.523410934,0.020925974,0.010462987,0,0,0.193565263,0,0,0.037143604,0.230708867,,
PG2_27,PG,23-Mar-10,40259,1003,u_rem,c_con,u_rem.c_con,0.004495392,0.122274668,0.179815689,0,0,0.000449539,0,0,0.014160486,0,0,0,0,0,0.008990784,0,0,0,0.035963138,0.0229265,0,0,0.005169701,0.004944931,0.112609575,0,0.013486177,0,0.00022477,0,0,0,0,0.0229265,0.018655878,0,0,0.00022477,0.00561924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004495392,0,0,0,0,0,0,0,0,0,0,0,0.422566869,0,17,1.979490559,0.698673315,0.422566869,0.004495392,0.122274668,0.179815689,0.000449539,0,0,0.013486177,0.014160486,0,0.067880423,0,0.122724208,0,0.00022477,0,0,0,0.041582378,0,0.00022477,0.00561924,0,0,0,0.004495392,0.30658575,0.000449539,0.000449539,0.067880423,0.013486177,0.136884693,0,0,0.05214655,0.270397842,,
PG2_98,PG,23-Mar-10,40259,1003,u_rem,c_rem,u_rem.c_rem,0.033121722,0.049682583,0.629312724,0,0,0,0.09384488,0,0.005520287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126966602,0,0.011040574,0,0.000276014,0,0,0,0,0,0.000276014,0,0,0,0.005796301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005520287,0,0.038642009,0,9,1.043985308,0.475138189,0.044162296,0.033121722,0.049682583,0.629312724,0,0,0.09384488,0.011040574,0.005520287,0,0,0,0.126966602,0,0.000276014,0,0,0,0.000276014,0,0,0.005796301,0,0,0,0,0.71211703,0.09384488,0,0,0.011040574,0.132486889,0,0,0.00634833,0.149875794,,
PG2_99,PG,23-Mar-10,40259,1003,u_rem,c_con,u_rem.c_con,0.098658248,0.146211523,0.126479874,0,0,0.01578532,0.074980268,0,0.008287293,0,0,0,0,0,0,0,0,0,0.01183899,0.017363852,0,0,0,0,0.149960537,0,0,0,0.009273875,0,0,0.000197316,0,0.012036306,0.008879242,0,0,0,0.012233623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307813733,0,13,1.910616328,0.744894367,0.307813733,0.098658248,0.146211523,0.126479874,0.01578532,0,0.074980268,0,0.008287293,0,0.029202841,0,0.149960537,0,0.009273875,0,0,0.000197316,0.020915549,0,0,0.012233623,0,0,0,0,0.371349645,0.090765588,0.01578532,0.029202841,0,0.15824783,0,0.000197316,0.042423047,0.230071034,,
PG3_0,PG,23-Mar-10,40259,1003,u_con,c_con,u_con.c_con,0.021584287,0.492121735,0.146988992,0,0,0.004748543,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017914958,0,0,0,0.008849558,0.052018131,0,0.017483272,0,0.013166415,0,0,0,0,0.008849558,0.000215843,0,0,0,0.013166415,0,0,0,0,0,0,0.004316857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198575437,0,12,1.259037354,0.506673904,0.198575437,0.021584287,0.492121735,0.146988992,0.004748543,0,0,0.017483272,0,0,0.017914958,0,0.060867688,0,0.013166415,0,0,0,0.0090654,0,0,0.013166415,0,0,0.004316857,0,0.660695014,0.004748543,0.004748543,0.017914958,0.017483272,0.060867688,0.004316857,0,0.03539823,0.135981006,,
PG3_11,PG,23-Mar-10,40259,1003,u_con,c_rem,u_con.c_rem,0.01283148,0.201454234,0.564585115,0,0,0.01283148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008982036,0,0,0,0.008982036,0.01283148,0,0.00427716,0,0.00427716,0,0,0.01283148,0,0.008768178,0,0,0,0,0.01390077,0,0,0,0,0,0,0.004918734,0.000213858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128314799,0,13,1.09768439,0.42795558,0.128314799,0.01283148,0.201454234,0.564585115,0.01283148,0,0,0.00427716,0,0,0.008982036,0,0.021813516,0,0.00427716,0,0,0.01283148,0.008768178,0,0,0.01390077,0,0,0.005132592,0,0.77887083,0.01283148,0.01283148,0.008982036,0.00427716,0.021813516,0.005132592,0.01283148,0.026946108,0.079982891,,
PG3_15,PG,23-Mar-10,40259,1003,u_con,c_con,u_con.c_con,0.007827789,0.250489237,0.227005871,0,0,0.004109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035420744,0,0,0.000195695,0.007827789,0.086105675,0,0.003913894,0,0.000195695,0,0,0,0,0.015851272,0.000195695,0,0,0,0.02778865,0,0,0,0,0,0,0,0.012133072,0,0,0,0,0,0,0,0,0,0,0.003913894,0,0,0,0,0,0,0,0,0,0.313111546,0,14,1.592778952,0.603540868,0.313111546,0.007827789,0.250489237,0.227005871,0.004109589,0,0,0.003913894,0,0,0.035420744,0,0.094129159,0,0.000195695,0,0,0,0.016046967,0,0,0.02778865,0,0,0.012133072,0.003913894,0.485322896,0.004109589,0.004109589,0.035420744,0.003913894,0.094129159,0.012133072,0,0.047945205,0.193542074,,
PG3_95,PG,23-Mar-10,40259,1003,u_con,c_rem,u_con.c_rem,0.003903201,0.133489461,0.156128025,0,0,0.011709602,0,0,0,0,0,0,0.00019516,0,0,0,0,0,0,0.019516003,0,0,0.003903201,0.012099922,0.215066354,0,0.027322404,0,0.016003123,0,0,0,0,0.008001561,0.00058548,0,0,0,0.004488681,0,0,0,0,0,0,0.003903201,0.00078064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359094457,0.023809524,15,1.718917614,0.63474363,0.382903981,0.003903201,0.133489461,0.156128025,0.011709602,0,0,0.027322404,0.00019516,0,0.019516003,0,0.231069477,0,0.016003123,0,0,0,0.008587041,0,0,0.004488681,0,0,0.004683841,0,0.293520687,0.011709602,0.011709602,0.019516003,0.027322404,0.231264637,0.004683841,0,0.029078845,0.31186573,,
PG4_28,PG,23-Mar-10,40259,1003,u_rem,c_con,u_rem.c_con,0.003880481,0.24854482,0.333721381,0,0,0.015909973,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015521925,0,0,0,0.015715949,0,0,0.004268529,0,0,0,0,0.012029492,0,0.003880481,0.000194024,0,0,0,0,0,0.000194024,0.19072565,0,0,0,0.000194024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155219247,0,12,1.404857237,0.565356142,0.155219247,0.003880481,0.24854482,0.333721381,0.015909973,0,0,0.004268529,0,0,0.015521925,0,0.015715949,0,0,0,0,0.012029492,0.004074505,0,0,0,0.000194024,0.19072565,0.000194024,0,0.586146682,0.015909973,0.015909973,0.015521925,0.004268529,0.015715949,0.190919674,0.012029492,0.004268529,0.242724098,,
PG4_5,PG,23-Mar-10,40259,1003,u_rem,c_rem,u_rem.c_rem,0.010204082,0.045918367,0.12244898,0.005102041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806122449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010204082,0,4,0.591149912,0.426424523,0.010204082,0.010204082,0.045918367,0.12244898,0,0.005102041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806122449,0,0,0.178571429,0.005102041,0.005102041,0,0,0,0.806122449,0,0,0.806122449,,
PG4_65,PG,23-Mar-10,40259,1003,u_rem,c_con,u_rem.c_con,0,0.163129729,0.265731685,0,0,0.018453589,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026204097,0,0,0,0.018453589,0,0,0.003875254,0,0.019929876,0,0,0.003690718,0,0.003690718,0,0,0,0,0.014762871,0,0,0.313711017,0,0,0,0.000553608,0,0,0,0,0,0,0,0,0,0.003690718,0,0.003875254,0,0,0,0,0,0,0,0,0,0.140247278,0,14,1.598118845,0.605564277,0.140247278,0,0.163129729,0.265731685,0.018453589,0,0,0.003875254,0,0,0.026204097,0,0.018453589,0,0.019929876,0,0,0.003690718,0.003690718,0,0,0.014762871,0,0.313711017,0.000553608,0.007565972,0.428861414,0.018453589,0.018453589,0.026204097,0.003875254,0.018453589,0.314264624,0.003690718,0.045949437,0.412437719,,
PG4_94,PG,23-Mar-10,40259,1003,u_rem,c_rem,u_rem.c_rem,0.026308866,0.257826888,0.252565114,0.005261773,0.005261773,0.016048408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399894765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036832413,0,6,1.199734958,0.669584829,0.036832413,0.026308866,0.257826888,0.252565114,0.016048408,0.010523546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399894765,0,0,0.536700868,0.026571955,0.026571955,0,0,0,0.399894765,0,0,0.399894765,,
PG5_2,PG,23-Mar-10,40259,1003,u_rem,c_con,u_rem.c_con,0.004446421,0.337927968,0.373499333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000444642,0,0.004446421,0,0,0.004446421,0.067140952,0,0,0.013339262,0,0.018897288,0,0,0,0,0.004446421,0.001111605,0,0,0,0.004668742,0,0,0.004668742,0,0,0,0.000222321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004446421,0,0,0.155847043,0,14,1.263524832,0.47877885,0.155847043,0.004446421,0.337927968,0.373499333,0,0,0,0.013339262,0,0,0.004891063,0,0.071587372,0,0.018897288,0,0,0,0.005558026,0,0,0.004668742,0,0.004668742,0.000222321,0,0.715873722,0,0,0.004891063,0.013339262,0.071587372,0.004891063,0,0.029124055,0.128279235,,
PG5_3,PG,23-Mar-10,40259,1003,u_rem,c_con,u_rem.c_con,0.011505092,0.354583176,0.23387401,0,0,0.003772161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027159562,0,0,0,0.030177292,0,0,0.105620521,0,0.031497548,0,0,0,0,0.007732931,0.00396077,0,0,0,0,0,0,0.079781215,0,0,0,0.000188608,0,0,0,0,0,0,0,0,0,0,0,0,0.003772161,0,0,0,0,0,0,0,0,0.106374953,0,12,1.645662284,0.662263222,0.106374953,0.011505092,0.354583176,0.23387401,0.003772161,0,0,0.105620521,0,0,0.027159562,0,0.030177292,0,0.031497548,0,0,0,0.0116937,0,0,0,0,0.079781215,0.000188608,0.003772161,0.599962278,0.003772161,0.003772161,0.027159562,0.105620521,0.030177292,0.079969823,0,0.04696341,0.289890607,,
PG5_92,PG,23-Mar-10,40259,1003,u_rem,c_rem,u_rem.c_rem,0.052884615,0.586538462,0.182692308,0.014423077,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004807692,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0.004807692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.139358462,0.585514425,0,0.052884615,0.586538462,0.182692308,0.076923077,0.014423077,0,0,0,0,0,0,0.004807692,0,0,0,0,0.076923077,0,0,0,0,0,0.004807692,0,0,0.822115385,0.091346154,0.091346154,0,0,0.004807692,0.004807692,0.076923077,0,0.086538462,,
PG5_93,PG,23-Mar-10,40259,1003,u_rem,c_rem,u_rem.c_rem,0.026427061,0.258985201,0.364693446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031712474,0.015856237,0,0,0.11627907,0,0.021934461,0,0,0,0,0,0,0.005285412,0,0,0.005285412,0,0,0.153276956,0,0,0,0.000264271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.5878486,0.689593885,0,0.026427061,0.258985201,0.364693446,0,0,0,0.11627907,0,0,0,0,0.04756871,0,0.021934461,0,0,0,0.005285412,0,0,0.005285412,0,0.153276956,0.000264271,0,0.650105708,0,0,0,0.11627907,0.04756871,0.153541226,0,0.032505285,0.349894292,,
PG6_B,PG,23-Mar-10,40259,1003,u_con,c_rem,u_con.c_rem,0.004525862,0.2375,0.310344828,0,0,0.004310345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009267241,0.125,0.125,0,0,0,0.004956897,0,0,0.004525862,0,0.026293103,0.005387931,0,0,0,0.004525862,0,0,0,0,0,0,0.004310345,0,0,0,0,0,0,0,0,0,0,0,0.004310345,0.004310345,0,0,0,0,0,0,0,0.000215517,0.125215517,0,14,1.654586029,0.626961003,0.125431034,0.004525862,0.2375,0.310344828,0.004310345,0,0,0,0,0,0,0,0.259267241,0,0.004956897,0,0,0.004525862,0.031681034,0,0,0.004525862,0,0,0.004310345,0.00862069,0.55237069,0.004310345,0.004310345,0,0,0.259267241,0.004310345,0.004525862,0.049784483,0.317887931,,
PG6_D,PG,23-Mar-10,40259,1003,u_con,c_con,u_con.c_con,0.043366802,0.124973296,0.264900662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026703696,0,0,0.004272591,0.145268105,0.196539201,0,0,0,0.00512711,0,0,0,0,0.021576586,0.000427259,0,0,0.004486221,0.008545183,0,0,0,0,0,0,0.004272591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149540696,0,12,1.685377819,0.678245929,0.149540696,0.043366802,0.124973296,0.264900662,0,0,0,0,0,0,0.026703696,0,0.346079897,0,0.00512711,0,0,0,0.022003845,0,0.004486221,0.008545183,0,0,0.004272591,0,0.433240761,0,0,0.026703696,0,0.346079897,0.004272591,0,0.040162358,0.417218543,,
PG6_E,PG,23-Mar-10,40259,1003,u_con,c_rem,u_con.c_rem,0.000221828,0.137533274,0.421472937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000221828,0,0,0,0.027284827,0.244010648,0,0,0,0.000443656,0,0,0,0,0,0,0,0,0.013309672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155279503,0,7,1.183640107,0.608270689,0.155279503,0.000221828,0.137533274,0.421472937,0,0,0,0,0,0,0.000221828,0,0.271295475,0,0.000443656,0,0,0,0,0,0.013309672,0,0,0,0,0,0.559228039,0,0,0.000221828,0,0.271295475,0,0,0.013753327,0.28527063,,
PG6_F,PG,23-Mar-10,40259,1003,u_con,c_con,u_con.c_con,0.035767511,0.026328862,0.248385494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000496771,0,0,0,0.104818679,0.283407849,0,0,0,0.010432191,0,0,0,0,0.01490313,0.000745156,0,0.03030303,0.000496771,0.000248385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243417784,0,11,1.430195715,0.596437939,0.243417784,0.035767511,0.026328862,0.248385494,0,0,0,0,0,0,0.000496771,0,0.388226528,0,0.010432191,0,0,0,0.015648286,0.03030303,0.000496771,0.000248385,0,0,0,0,0.310481868,0,0,0.000496771,0,0.388226528,0,0,0.057128664,0.445851962,,
