"","quadrat","transect","site","year","era","real.date","comm.date","urch","chit","treat","removals","bare_rock","encrusting_coralline_algae","encrusting_non_calcified_algae","red_foliose_algae","Opuntiella_californica","red_filamentous_algae","Agarum_fimbriatum","brown_foliose_algae","Diapoeroecia_californica","Crisia_spp","Heteropora_pacifica","Phidolopora_pacifica","bryozoan_erect","Haliclona_spp1","Antho_lambei","Haliclona_spp2","sponge_other","Sycon_spp","Schizoporella_japonica","bryozoan_encrusting","Eurystomella_bilabiata","Dendrobeania_lichenoides","hydroid_other","Epizoanthus_scotinus","Balanophyllia_elegans","Metridium_spp","Gersemia_rubiformis","Dodecaceria_concharum","Dodecaceria_fewkesii","tube_calcareous","Pseudochitinopoma_occidentalis","Vermetus_compactus","Balanus_crenatus","Psolus_chitinoides","Terebratalia_transversa","Chlamys_hastata","Pododesmus_macrochisma","Metandrocarpa_taylori","Pycnoclavella_stanleyi","Perophora_annectans","Clavelina_huntsmani","Didemnum_carnulentum","Distaplia_occidentalis","Aplidium_solidum","tunicate_clonal_other","Boltenia_villosa","Chelyosoma_spp","Corella_spp","Cnemidocarpa_finmarkiensis","Halocynthia_igaboja","Styela_spp","Ascida_paratropa","tunicate_solitary_other","invert_other","other","hydro_bryo_complex","fuzz","shell_debris","rubble"
"113","SC8_40","SC8","SC",2008,"Modern.R","7/30/08","7/27/08","u_rem","c_rem","u_rem.c_rem","no",0.033222591,0.002214839,0.024363234,0,0,0,0,0,0,0,0,0,0,0,0.031007752,0.033222591,0.059800664,0,0.068660022,0,0,0,0,0,0.002214839,0.033333333,0.006644518,0,0.000442968,0.011184939,0.000110742,0,0,0.008859358,0,0,0,0.033444075,0,0,0,0.39213732,0,0,0.031007752,0.006644518,0,0.013289037,0.006644518,0,0,0,0,0,0,0.188261351,0.013289037,0,0
"114","SC1_54","SC1","SC",2009,"Modern.R","3/20/09","3/20/09","u_rem","c_rem","u_rem.c_rem","no",0,0.13811421,0.058432935,0.02124834,0,0.02124834,0,0,0.005312085,0.01062417,0,0,0,0,0,0,0.005312085,0,0.005312085,0,0,0,0,0,0.032934927,0,0,0.01062417,0,0.02124834,0,0,0,0,0,0,0,0.175298805,0.185922975,0,0,0.180876494,0,0,0,0.005312085,0.005312085,0,0,0,0,0,0,0,0,0.079681275,0.037184595,0,0
"115","SC1_62","SC1","SC",2009,"Modern.R","3/20/09","3/20/09","u_rem","c_con","u_rem.c_con","no",0.008930516,0.231104335,0.069919408,0,0,0.091483337,0,0,0,0,0,0,0.004356349,0,0,0,0.022217382,0,0.000217817,0.004356349,0,0,0,0,0.013286866,0,0,0.026138096,0.004356349,0.004356349,0,0,0,0,0.004356349,0,0,0.078849924,0.304944457,0,0,0.052711827,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017425398,0.060988891,0,0
"116","SC1_63","SC1","SC",2009,"Modern.R","3/20/09","3/20/09","u_rem","c_rem","u_rem.c_rem","no",0,0.107632094,0.053816047,0.04427593,0,0.004892368,0,0,0,0,0,0,0,0.02446184,0,0,0.014677104,0,0,0.004892368,0,0,0,0,0.015410959,0,0,0.014677104,0,0,0,0,0,0,0.009784736,0,0,0.151908023,0.083414873,0,0,0.176614481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220156556,0.073385519,0,0
"117","SC1_64","SC1","SC",2009,"Modern.R","3/20/09","3/20/09","u_rem","c_con","u_rem.c_con","no",0.000295946,0.266646937,0.112755253,0,0.012133767,0.095294466,0,0,0.030186446,0,0,0,0.005918911,0,0,0.005918911,0.047647233,0,0,0.012133767,0,0,0,0,0.000295946,0,0,0.017756733,0,0.017756733,0.005918911,0,0,0,0.012133767,0,0,0.012725658,0,0,0,0.030778337,0,0,0,0,0,0,0,0,0,0,0.011837822,0,0,0.005918911,0.284107724,0,0.011837822
"118","SC4_36","SC4","SC",2009,"Modern.R","3/20/09","3/20/09","u_con","c_con","u_con.c_con","no",0,0.045409917,0.049337261,0,0,0.00981836,0,0,0,0,0,0,0.00490918,0,0.00981836,0,0.01988218,0,0.000245459,0.010063819,0,0,0,0,0.006136475,0,0,0,0,0.025527737,0.000245459,0,0,0,0.00490918,0,0,0.07437408,0.06921944,0,0,0.157339224,0.005891016,0.00490918,0,0.014973,0,0.030191458,0,0,0,0,0,0,0,0.142611684,0.314187531,0,0
"119","SC4_45","SC4","SC",2009,"Modern.R","3/20/09","3/20/09","u_con","c_rem","u_con.c_rem","no",0,0.021529889,0.157294833,0,0,0,0,0,0,0,0,0,0.010385005,0,0,0,0.187436677,0,0,0.025329281,0,0,0,0.056484296,0.010385005,0,0,0,0,0.020263425,0.005065856,0,0.000253293,0,0,0,0,0.051925025,0.132472138,0,0,0.066869301,0.015704154,0,0,0.02077001,0,0.025329281,0,0,0,0,0,0,0,0.015197568,0.172239108,0,0.005065856
"120","SC4_51","SC4","SC",2009,"Modern.R","3/20/09","3/20/09","u_con","c_rem","u_con.c_rem","no",0,0.039139889,0.067649191,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043971974,0,0,0.024402029,0,0,0,0.09205122,0,0,0,0,0,0.014979464,0.000241604,0.00966417,0.000241604,0,0,0,0,0.261899009,0.106305871,0,0,0.053636144,0.014979464,0,0,0.014737859,0,0,0,0,0,0,0,0,0,0.106305871,0.149794636,0,0
"121","SC4_52","SC4","SC",2009,"Modern.R","3/20/09","3/20/09","u_con","c_con","u_con.c_con","no",0,0.028338647,0.141693234,0,0,0,0,0,0,0,0,0,0.024973433,0,0,0,0.120793482,0,0,0.014700673,0,0,0,0.053666312,0,0.000177117,0,0,0,0.039142756,0.003542331,0,0,0.003542331,0.003896564,0,0,0.124158696,0.074743181,0,0,0.04303932,0.014700673,0,0.007084662,0.014523557,0.000177117,0,0,0,0,0.003542331,0,0,0,0.014169323,0.148955012,0,0.120439249
"122","SC5_34","SC5","SC",2009,"Modern.R","3/20/09","3/20/09","u_con","c_con","u_con.c_con","no",0,0.052337195,0.288054335,0,0,0.012185378,0.047942469,0,0,0,0,0,0,0.012185378,0,0,0.043947263,0,0,0.02057531,0,0,0,0,0.008389932,0,0,0,0,0.004194966,0.003995206,0,0,0,0.004394726,0,0,0.100279664,0.116060727,0,0,0.044746304,0.024370755,0,0,0.015980823,0.00019976,0.000399521,0,0,0,0,0,0,0,0.003995206,0.195765082,0,0
"123","SC5_47","SC5","SC",2009,"Modern.R","3/20/09","3/20/09","u_con","c_rem","u_con.c_rem","no",0,0.103980322,0.134838998,0,0,0.013640429,0.11627907,0,0,0,0,0,0.004472272,0,0,0,0.000447227,0,0.009168157,0.009615385,0,0,0.017889088,0,0.013416816,0,0,0,0,0.004695886,0.000670841,0,0,0,0.004472272,0,0,0.036449016,0.050089445,0,0,0.143336315,0.053890877,0.013864043,0,0.004472272,0.004695886,0,0,0,0,0,0,0,0,0,0.250447227,0,0.009168157
"124","SC5_49","SC5","SC",2009,"Modern.R","3/20/09","3/20/09","u_con","c_con","u_con.c_con","no",0,0.009652953,0.243622156,0,0,0.0413698,0.078142956,0,0,0,0,0,0.005056309,0,0,0,0,0,0.000229832,0.024132383,0,0,0,0,0.000919329,0,0,0,0,0,0.000229832,0.004596644,0,0.004596644,0.004596644,0.000229832,0.004596644,0.092162721,0.083429097,0,0,0.083658929,0.03309584,0,0,0.004826477,0,0.004596644,0.004596644,0,0,0,0.004596644,0,0,0.064353022,0.20271202,0,0
"125","SC5_50","SC5","SC",2009,"Modern.R","3/20/09","3/20/09","u_con","c_rem","u_con.c_rem","no",0,0.038647343,0.169565217,0.028985507,0,0.024396135,0.057971014,0,0.004830918,0,0,0,0.001207729,0,0,0,0,0.024154589,0.000241546,0.010144928,0,0,0.014975845,0,0.015700483,0,0,0,0,0.009661836,0,0,0,0,0.005555556,0,0.010144928,0.125845411,0.126086957,0,0,0.15531401,0.006038647,0.009661836,0,0.010144928,0,0.009661836,0,0,0,0,0,0,0,0,0.135507246,0.000483092,0.005072464
"126","SC6_14","SC6","SC",2009,"Modern.R","3/20/09","3/20/09","u_rem","c_con","u_rem.c_con","no",0.004171882,0.088443888,0.592407176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004380476,0,0,0.000625782,0.016687526,0,0,0,0,0,0,0,0,0.004171882,0.004380476,0,0,0.009178139,0,0,0.012724239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258656654,0,0.004171882
"127","SC6_18","SC6","SC",2009,"Modern.R","3/20/09","3/20/09","u_rem","c_rem","u_rem.c_rem","no",0.031712474,0.095137421,0.322410148,0.010570825,0,0,0,0,0,0,0,0,0,0.095137421,0,0,0.010570825,0,0.010570825,0.010570825,0.142706131,0,0,0,0.005549683,0,0,0,0,0.016120507,0.000264271,0,0,0.015856237,0.010835095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015856237,0.206131078,0,0
"128","SC6_21","SC6","SC",2009,"Modern.R","3/20/09","3/20/09","u_rem","c_rem","u_rem.c_rem","no",0.010333247,0.05683286,0.418496513,0,0,0,0,0,0.015499871,0,0,0,0,0.005166624,0,0,0.010333247,0,0.015499871,0.010333247,0.24283131,0,0,0,0.011883234,0,0,0,0,0.046499613,0.001033325,0,0,0.025833118,0.026091449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025833118,0.077499354,0,0
"129","SC6_33","SC6","SC",2009,"Modern.R","3/20/09","3/20/09","u_rem","c_con","u_rem.c_con","no",0.010529087,0.111608318,0.247433535,0,0,0.036851803,0.089760463,0,0.010792314,0,0,0,0,0,0,0,0.006054225,0,0.005790998,0.00552777,0.042642801,0,0.005264543,0,0.000263227,0,0,0,0,0.03158726,0.000263227,0,0,0.000263227,0.021584628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01579363,0,0,0.357988944,0,0
"130","SC7_2","SC7","SC",2009,"Modern.R","3/20/09","3/20/09","u_con","c_rem","u_con.c_rem","no",0,0.122932985,0.082898172,0,0,0,0,0,0.00435161,0,0,0,0,0,0,0,0.021975631,0.00435161,0,0.031331593,0.02175805,0,0.082680592,0,0.01305483,0,0,0,0,0.048302872,0.004569191,0,0,0.01305483,0,0,0,0,0,0,0,0.204525674,0.000435161,0,0.00435161,0.00435161,0,0,0,0,0,0,0,0,0,0,0.330722367,0,0.00435161
"131","SC7_3","SC7","SC",2009,"Modern.R","3/20/09","3/20/09","u_con","c_con","u_con.c_con","no",0.003941663,0.118249901,0.197083169,0,0,0,0,0,0.047694127,0,0,0,0.004138747,0,0,0,0,0,0,0.102877414,0.015963737,0,0,0,0.023847063,0,0,0,0,0.01616082,0.003941663,0,0,0,0,0.01182499,0,0.032124557,0,0,0,0.138352385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275916437,0,0.007883327
"132","SC7_4","SC7","SC",2009,"Modern.R","3/20/09","3/20/09","u_con","c_rem","u_con.c_rem","no",0,0.234319788,0.110644876,0,0,0,0,0,0.044169611,0,0,0,0,0,0,0.008833922,0.013913428,0,0,0.018551237,0,0,0,0,0.018772085,0,0,0,0,0.039973498,0.00110424,0,0,0,0,0,0,0.014355124,0,0,0,0.089001767,0.004416961,0,0,0,0,0,0.004416961,0,0,0,0,0,0,0.004416961,0.38869258,0,0.004416961
"133","SC7_5","SC7","SC",2009,"Modern.R","3/20/09","3/20/09","u_con","c_con","u_con.c_con","no",0.000260552,0.198540907,0.136008338,0,0,0,0,0,0.041948932,0,0,0,0,0,0,0,0.026576342,0,0.005211047,0.068004169,0.021104742,0,0,0,0.010422095,0,0,0,0,0.053152684,0.011203752,0,0,0,0.000260552,0,0,0,0,0,0,0.031266285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396039604,0,0
"134","SC8_37","SC8","SC",2009,"Modern.R","3/20/09","3/20/09","u_rem","c_con","u_rem.c_con","no",0.009689922,0.063226744,0.029554264,0,0,0,0,0,0,0,0,0,0,0.000242248,0,0,0.004844961,0,0,0.004844961,0,0,0,0,0,0.610465116,0,0.014534884,0,0.000726744,0,0,0,0,0,0,0,0,0,0,0,0.063226744,0,0,0.014534884,0,0,0,0,0,0,0,0,0,0,0,0.184108527,0,0
"135","SC8_38","SC8","SC",2009,"Modern.R","3/20/09","3/20/09","u_rem","c_rem","u_rem.c_rem","no",0,0.029533373,0.301240402,0,0,0,0,0,0,0,0,0,0,0,0.011813349,0,0,0,0.005906675,0.06497342,0,0,0,0,0.048139398,0.012108683,0,0,0,0.011813349,0.011813349,0.082693444,0,0.017720024,0.005906675,0,0,0.130537507,0,0,0,0.147666864,0,0,0.035440047,0,0,0.005906675,0,0,0,0,0,0,0,0.035440047,0.041346722,0,0
"136","SC8_39","SC8","SC",2009,"Modern.R","3/20/09","3/20/09","u_rem","c_con","u_rem.c_con","no",0.004561003,0.150969213,0.059521095,0,0.004561003,0.004561003,0,0,0,0,0,0,0,0,0,0,0.004561003,0,0.004561003,0.01368301,0,0,0,0,0,0.337742303,0,0.031927024,0,0,0,0,0.004561003,0,0,0,0,0,0,0,0,0.022805017,0,0,0,0,0,0.00022805,0.004561003,0,0,0,0,0,0,0,0.305587229,0.045610034,0
"137","SC8_40","SC8","SC",2009,"Modern.R","3/20/09","3/20/09","u_rem","c_rem","u_rem.c_rem","no",0.005449591,0.005449591,0.108991826,0,0,0,0,0,0,0,0,0,0,0,0.04359673,0.054495913,0.103542234,0,0.010899183,0.049046322,0.005449591,0,0,0,0,0.04986376,0,0,0,0.027792916,0,0,0,0.032697548,0.022070845,0,0,0.017166213,0,0,0,0.283378747,0.00027248,0,0,0.005449591,0,0,0.005449591,0,0,0,0,0.005449591,0,0.098092643,0.065395095,0,0
"138","SC1_54","SC1","SC",2009,"Modern.R","5/3/09","5/2/09","u_rem","c_rem","u_rem.c_rem","yes",0,0.115112682,0.06650464,0,0,0.141847106,0,0,0.008837826,0.004639859,0,0,0.004418913,0,0,0,0.009058772,0,0,0.000220946,0,0,0,0,0.032037119,0,0,0.004418913,0,0.013919576,0.000441891,0,0,0,0,0,0,0.137428193,0.225806452,0,0,0.129253204,0,0,0,0.004418913,0,0.004418913,0,0,0,0,0,0,0,0,0.097216085,0,0
"139","SC1_62","SC1","SC",2009,"Modern.R","5/3/09","5/2/09","u_rem","c_con","u_rem.c_con","yes",0,0.180500659,0.092226614,0.004611331,0,0.263504611,0,0,0,0,0,0,0.013394818,0,0,0,0.004391744,0,0.004391744,0,0,0,0,0,0.013175231,0,0,0.000219587,0,0,0,0,0,0,0,0,0,0.057312253,0.246157224,0,0,0.040623628,0,0,0,0,0,0.009222661,0,0,0,0,0,0,0,0.013175231,0.057092666,0,0
"140","SC1_63","SC1","SC",2009,"Modern.R","5/3/09","5/2/09","u_rem","c_rem","u_rem.c_rem","yes",0.000263227,0.122927086,0.105554093,0.01579363,0,0.158199526,0,0,0,0,0,0,0.000263227,0.005264543,0,0,0.00552777,0,0,0,0,0,0,0,0.006580679,0,0,0,0,0,0.000263227,0,0,0,0.005264543,0,0,0.131613583,0.121347723,0,0,0.178994472,0,0,0,0,0,0,0.005264543,0,0,0,0,0,0,0,0.136878126,0,0
"141","SC1_64","SC1","SC",2009,"Modern.R","5/3/09","5/2/09","u_rem","c_con","u_rem.c_con","yes",0.016819974,0.048357424,0.141918528,0,0.021024967,0.29434954,0,0.015768725,0.021550591,0,0,0,0,0,0,0,0.011563732,0,0,0.000525624,0,0,0,0,0.000262812,0,0,0,0,0,0.005519054,0,0,0,0.005256242,0,0,0.005781866,0,0,0,0.032063075,0,0,0,0,0,0.000788436,0,0,0,0,0.010512484,0,0,0,0.367936925,0,0
"142","SC4_36","SC4","SC",2009,"Modern.R","5/3/09","5/2/09","u_con","c_con","u_con.c_con","yes",0,0.032165272,0.078974895,0,0,0.000523013,0,0,0,0,0,0,0,0,0.005230126,0,0,0.005230126,0,0.005753138,0,0,0,0,0.006276151,0.000261506,0,0,0,0.026150628,0.000261506,0,0.000261506,0.005230126,0.005230126,0,0,0.078974895,0.088912134,0,0,0.173640167,0.000523013,0.005230126,0,0.010460251,0,0.010460251,0,0,0,0,0,0,0,0.120292887,0.339958159,0,0
"143","SC4_45","SC4","SC",2009,"Modern.R","5/3/09","5/2/09","u_con","c_rem","u_con.c_rem","yes",0,0.030597015,0.104477612,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12960199,0,0,0.014925373,0,0,0,0.065174129,0.005472637,0,0,0,0,0.010199005,0,0,0,0,0,0,0,0.12960199,0.119900498,0,0,0.085323383,0.005721393,0,0,0.024875622,0,0.015422886,0,0,0,0,0,0,0,0.024875622,0.228855721,0,0.004975124
"144","SC4_51","SC4","SC",2009,"Modern.R","5/3/09","5/2/09","u_con","c_rem","u_con.c_rem","yes",0,0.023521352,0.219228134,0,0,0,0,0,0,0,0,0,0.004795615,0.009134506,0,0,0.014158484,0,0,0.018725736,0,0,0,0.06919388,0,0,0,0,0,0.032199132,0.004567253,0,0,0,0,0.000228363,0.004567253,0.19639187,0.036766385,0,0,0.060059374,0.005023978,0,0,0.009134506,0.004567253,0.027403517,0.004567253,0,0,0,0,0,0,0.068508792,0.182690112,0.004567253,0
"145","SC4_52","SC4","SC",2009,"Modern.R","5/3/09","5/2/09","u_con","c_con","u_con.c_con","yes",0,0.023974638,0.198137507,0,0,0,0,0,0,0,0,0,0.008321775,0,0,0,0.05567664,0,0.004160888,0.016247276,0,0,0,0.087378641,0,0,0,0,0,0.024172776,0.000396275,0,0,0.004160888,0,0,0,0.166435506,0.103824054,0,0,0.044977214,0,0,0,0.004359025,0,0.00396275,0,0,0,0.012086388,0.00396275,0,0,0.039627501,0.198137507,0,0
"146","SC5_34","SC5","SC",2009,"Modern.R","5/3/09","5/2/09","u_con","c_con","u_con.c_con","yes",0,0.027367027,0.211873759,0.000220702,0,0.044361068,0.02648422,0,0,0,0,0,0.000220702,0.008828073,0,0,0.035974399,0.008828073,0,0.014124917,0,0,0.004414037,0,0.005076142,0,0,0,0,0.004634738,0.000662105,0,0,0,0.008828073,0,0,0.159346723,0.154711984,0,0,0.048554403,0.00485544,0,0,0.017876848,0.004414037,0.013462812,0,0.000220702,0,0,0,0,0.004414037,0,0.190244979,0,0
"147","SC5_47","SC5","SC",2009,"Modern.R","5/3/09","5/2/09","u_con","c_rem","u_con.c_rem","yes",0.000392542,0.110893032,0.157212954,0.011776251,0,0.039646712,0.086555447,0,0,0,0,0,0,0,0,0,0.000196271,0,0.008243376,0.000392542,0,0,0.007850834,0,0.015701668,0,0,0,0,0.000392542,0.000392542,0,0,0,0.003925417,0,0,0.044357213,0.05966634,0,0,0.161138371,0.031992149,0.015897939,0,0.003925417,0.007850834,0,0,0,0,0,0,0,0,0,0.22767419,0,0.003925417
"148","SC5_49","SC5","SC",2009,"Modern.R","5/3/09","5/2/09","u_con","c_con","u_con.c_con","yes",0,0.01022189,0.149588631,0.004986288,0,0.050112191,0.10969833,0,0,0,0,0,0.004986288,0,0,0,0.009972575,0,0.000249314,0.021441037,0,0,0,0,0.000747943,0,0,0,0,0,0.000498629,0,0,0,0.004986288,0,0.004986288,0.110944902,0.070805285,0,0,0.105210671,0.016454749,0,0,0.004986288,0,0,0,0,0,0,0.004986288,0,0,0.119670905,0.194465221,0,0
"149","SC5_50","SC5","SC",2009,"Modern.R","5/3/09","5/2/09","u_con","c_rem","u_con.c_rem","yes",0,0.032340032,0.078771079,0.064911065,0,0.027951028,0.124971125,0,0,0,0,0,0.000231,0,0,0,0.018480018,0,0,0.000693001,0,0,0,0,0.00970201,0,0,0,0,0.004620005,0.000231,0,0,0,0.000462,0,0,0.106953107,0.083622084,0,0,0.194271194,0.005313005,0.009240009,0,0.00970201,0,0.005313005,0,0,0,0,0,0,0,0.013860014,0.203511204,0.000231,0.004620005
"150","SC6_14","SC6","SC",2009,"Modern.R","5/3/09","5/2/09","u_rem","c_con","u_rem.c_con","yes",0,0.087040619,0.51579626,0,0,0.008596604,0,0.00042983,0,0,0,0,0,0,0,0,0,0,0,0.009026435,0.008811519,0,0,0,0,0,0,0,0,0,0.000644745,0,0,0.004298302,0,0,0.012894907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352460778,0,0
"151","SC6_18","SC6","SC",2009,"Modern.R","5/3/09","5/2/09","u_rem","c_rem","u_rem.c_rem","yes",0.033816425,0.06352657,0.251207729,0.082125604,0,0.145169082,0,0,0.000241546,0,0,0,0,0.019806763,0,0,0.043719807,0,0.015458937,0.025120773,0.024154589,0,0,0,0,0,0,0,0,0.004830918,0.000724638,0,0.004830918,0.014492754,0,0,0,0,0.000241546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270531401,0,0
"152","SC6_21","SC6","SC",2009,"Modern.R","5/3/09","5/2/09","u_rem","c_rem","u_rem.c_rem","yes",0.005684755,0.068217054,0.413436693,0,0,0,0,0,0.005426357,0,0,0,0,0,0,0,0.016020672,0,0,0.031007752,0.242894057,0,0,0,0.00620155,0.000258398,0,0,0,0.016020672,0.018087855,0,0,0.020671835,0.015762274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140310078,0,0
"153","SC6_33","SC6","SC",2009,"Modern.R","5/3/09","5/2/09","u_rem","c_con","u_rem.c_con","yes",0,0.05719688,0.4443394,0.004727015,0,0.00945403,0.014181045,0,0.004727015,0,0,0,0.000236351,0,0,0,0.005199716,0,0.000236351,0.009690381,0.037816119,0,0.01890806,0,0,0,0,0,0,0.023871425,0.000472701,0,0,0.000236351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00945403,0,0,0.359253132,0,0
"154","SC7_2","SC7","SC",2009,"Modern.R","5/3/09","5/2/09","u_con","c_rem","u_con.c_rem","yes",0,0.09718547,0.115467885,0.014433486,0,0.009622324,0,0,0.004811162,0,0,0,0.000481116,0,0,0,0.005532836,0,0,0.029107529,0.028866971,0,0.139523695,0,0.010584556,0,0,0,0,0.029588646,0.014433486,0.004811162,0,0.004811162,0,0,0,0,0,0,0,0.187635314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27904739,0,0.024055809
"155","SC7_3","SC7","SC",2009,"Modern.R","5/3/09","5/2/09","u_con","c_con","u_con.c_con","yes",0,0.153186559,0.203939745,0,0,0.004634994,0,0,0.042178447,0,0,0,0,0,0,0,0.00023175,0,0.013904983,0.111471611,0.032444959,0,0,0,0.023406721,0,0,0,0,0.014600232,0.000463499,0,0,0,0,0,0,0.033371958,0,0,0,0.148319815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203939745,0,0.013904983
"156","SC7_4","SC7","SC",2009,"Modern.R","5/3/09","5/2/09","u_con","c_rem","u_con.c_rem","yes",0.00450045,0.167416742,0.202520252,0,0,0.0180018,0,0,0.013951395,0,0,0,0,0,0,0.004725473,0.01350135,0,0.000225023,0.010576058,0.0090009,0,0,0,0.018226823,0,0,0,0,0.027677768,0.000450045,0,0,0,0,0,0,0.004725473,0,0,0,0.072457246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432043204,0,0
"157","SC7_5","SC7","SC",2009,"Modern.R","5/3/09","5/2/09","u_con","c_con","u_con.c_con","yes",0.000227946,0.119215865,0.155003419,0,0,0.005014817,0,0,0.055162982,0,0,0,0,0,0,0,0.027809437,0,0,0.050604057,0.027353545,0,0,0,0.009117848,0,0,0,0,0.04627308,0.00661044,0,0,0,0.013676772,0,0,0,0,0,0,0.014132665,0,0,0,0.00478687,0,0,0,0,0,0,0,0,0,0,0.465010258,0,0
"158","SC8_37","SC8","SC",2009,"Modern.R","5/3/09","5/2/09","u_rem","c_con","u_rem.c_con","yes",0.00477669,0.033914497,0.066873657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000238834,0,0,0,0,0,0.792930499,0,0.00477669,0,0.000477669,0,0,0,0,0,0,0,0,0,0,0,0.024122283,0,0,0.014330069,0,0,0,0,0,0,0,0,0,0,0,0.057559112,0,0
"159","SC8_38","SC8","SC",2009,"Modern.R","5/3/09","5/2/09","u_rem","c_rem","u_rem.c_rem","yes",0.005157056,0.057899672,0.271917487,0,0,0,0,0,0,0,0,0,0,0,0.014064698,0,0,0,0,0.066572902,0,0,0,0,0.034224098,0.006094702,0,0,0,0.004922644,0.001640881,0.023441163,0,0.028363807,0,0,0.004922644,0.146038444,0,0,0,0.187998125,0,0,0.02883263,0.000234412,0,0.009610877,0,0,0,0,0,0,0,0,0.10806376,0,0
"160","SC8_39","SC8","SC",2009,"Modern.R","5/3/09","5/2/09","u_rem","c_con","u_rem.c_con","yes",0,0.127942682,0.040941658,0.030706244,0,0.092374616,0,0,0,0,0,0,0,0,0,0,0.005373593,0,0.000255885,0.005373593,0,0,0.005117707,0,0,0.245905834,0,0.025844422,0,0.005117707,0,0,0,0,0,0,0,0,0,0,0,0.025588536,0,0,0,0,0,0.005373593,0.005117707,0,0,0,0,0,0,0,0.312436029,0.066530194,0
"161","SC8_40","SC8","SC",2009,"Modern.R","5/3/09","5/2/09","u_rem","c_rem","u_rem.c_rem","yes",0,0.005513784,0.06566416,0,0,0,0,0.005012531,0,0,0,0,0,0,0.055137845,0.055137845,0.090977444,0,0.025062657,0.010275689,0,0,0,0,0,0.061654135,0,0,0.010025063,0.010776942,0.00075188,0,0.000250627,0.025313283,0.010275689,0,0,0.005764411,0,0,0,0.306015038,0,0,0,0.005012531,0,0.000501253,0.000250627,0,0,0,0,0.005012531,0,0,0.245614035,0,0
"162","SC1_54","SC1","SC",2009,"Modern.R","9/22/09","9/23/09","u_rem","c_rem","u_rem.c_rem","yes",0.025819447,0.066471342,0.007324666,0.018311665,0,0.205090643,0,0,0.007324666,0,0,0,0.018494781,0,0,0,0,0,0,0.000183117,0,0,0,0,0.016114265,0,0,0.007324666,0,0,0,0,0,0,0.003662333,0,0,0.175791979,0.179637429,0,0,0.147225783,0,0,0,0,0,0.040651895,0,0,0,0,0,0,0,0,0.080571324,0,0
"163","SC1_62","SC1","SC",2009,"Modern.R","9/22/09","9/23/09","u_rem","c_con","u_rem.c_con","yes",0.012552301,0.167573222,0.020920502,0.029288703,0,0.276150628,0,0,0.004393305,0,0,0,0.000209205,0,0,0,0.008368201,0,0,0.008577406,0,0,0.0041841,0,0.008577406,0,0,0.012552301,0,0.0041841,0.00041841,0,0,0,0.0041841,0,0,0.180543933,0.158995816,0,0,0.038493724,0,0,0,0,0,0.030334728,0,0,0,0,0,0,0,0,0.029497908,0,0
"164","SC1_63","SC1","SC",2009,"Modern.R","9/22/09","9/23/09","u_rem","c_rem","u_rem.c_rem","yes",0.004639295,0.047784737,0.065182092,0.013917884,0,0.171885873,0.027835769,0,0.018557179,0,0,0,0.005335189,0.000231965,0,0,0.004639295,0,0,0,0,0,0.00927859,0,0.005567154,0,0,0,0,0,0.000231965,0,0,0,0,0.00927859,0,0.296914869,0.051496173,0,0,0.209232197,0,0,0,0,0,0.011134308,0,0,0,0,0,0,0,0,0.046856878,0,0
"165","SC1_64","SC1","SC",2009,"Modern.R","9/22/09","9/23/09","u_rem","c_con","u_rem.c_con","yes",0.01659292,0.177544248,0.049778761,0,0,0.287610619,0,0,0.022676991,0,0,0,0.011061947,0,0,0.005530973,0.044247788,0,0,0.006084071,0,0,0,0,0,0,0,0.088772124,0,0.005530973,0.000276549,0,0.000276549,0,0.005807522,0.011061947,0,0.000553097,0,0,0,0.08324115,0,0,0,0,0,0.011891593,0,0,0,0,0.011061947,0,0.011061947,0,0.149336283,0,0
