"","id","site","transect","code","length","comment","sppR.comp","real.date","comm.date","season","surveyor","urch","removals"
"1750",1750,"ON","ON2","SFR",14,NA,1,2010-03-07,2010-03-07,"spring","RE","u_con","no"
"1751",1751,"ON","ON2","Hen",5,NA,1,2010-03-07,2010-03-07,"spring","RE","u_con","no"
"1752",1752,"ON","ON2","Hen",5,NA,1,2010-03-07,2010-03-07,"spring","RE","u_con","no"
"1753",1753,"ON","ON2","Hen",2,NA,1,2010-03-07,2010-03-07,"spring","RE","u_con","no"
"1754",1754,"ON","ON2","Hen",5,NA,1,2010-03-07,2010-03-07,"spring","RE","u_con","no"
"1755",1755,"ON","ON2","Hen",7,NA,1,2010-03-07,2010-03-07,"spring","RE","u_con","no"
"1756",1756,"ON","ON2","HDE",20,"blue",1,2010-03-07,2010-03-07,"spring","RE","u_con","no"
"1757",1757,"ON","ON2","hermit",3,NA,1,2010-03-07,2010-03-07,"spring","RE","u_con","no"
"1758",1758,"ON","ON2","hermit",4,NA,1,2010-03-07,2010-03-07,"spring","RE","u_con","no"
"1759",1759,"ON","ON2","ETR",15,NA,1,2010-03-07,2010-03-07,"spring","RE","u_con","no"
"1760",1760,"ON","ON3","OKO",25,NA,1,2010-03-07,2010-03-07,"spring","RE","u_rem","no"
"1761",1761,"ON","ON3","Hen",5,NA,1,2010-03-07,2010-03-07,"spring","RE","u_rem","no"
"1762",1762,"ON","ON3","Hen",5,NA,1,2010-03-07,2010-03-07,"spring","RE","u_rem","no"
"1763",1763,"ON","ON3","Nuc",5,NA,1,2010-03-07,2010-03-07,"spring","RE","u_rem","no"
"1764",1764,"ON","ON3","Nuc",4,NA,1,2010-03-07,2010-03-07,"spring","RE","u_rem","no"
"1765",1765,"ON","ON3","Nuc",4,NA,1,2010-03-07,2010-03-07,"spring","RE","u_rem","no"
"1766",1766,"ON","ON3","Nuc",6,NA,1,2010-03-07,2010-03-07,"spring","RE","u_rem","no"
"1767",1767,"ON","ON3","JZO",3,NA,1,2010-03-07,2010-03-07,"spring","RE","u_rem","no"
"1768",1768,"ON","ON3","JZO",5,NA,1,2010-03-07,2010-03-07,"spring","RE","u_rem","no"
"1769",1769,"ON","ON3","CLU",2,NA,1,2010-03-07,2010-03-07,"spring","RE","u_rem","no"
"1770",1770,"ON","ON3","CLU",1,NA,1,2010-03-07,2010-03-07,"spring","RE","u_rem","no"
"1771",1771,"ON","ON3","SST",14,NA,1,2010-03-07,2010-03-07,"spring","RE","u_rem","no"
"1772",1772,"ON","ON4","SFR",12,NA,1,2010-03-07,2010-03-07,"spring","RE","u_con","no"
"1773",1773,"ON","ON4","SFR",8,NA,1,2010-03-07,2010-03-07,"spring","RE","u_con","no"
"1774",1774,"ON","ON4","PCA",38,NA,1,2010-03-07,2010-03-07,"spring","RE","u_con","no"
"1775",1775,"ON","ON4","JZO",5,NA,1,2010-03-07,2010-03-07,"spring","RE","u_con","no"
"1776",1776,"ON","ON4","JZO",7,NA,1,2010-03-07,2010-03-07,"spring","RE","u_con","no"
"1777",1777,"ON","ON4","JZO",6,NA,1,2010-03-07,2010-03-07,"spring","RE","u_con","no"
"1778",1778,"ON","ON4","CLU",2,NA,1,2010-03-07,2010-03-07,"spring","RE","u_con","no"
"1779",1779,"ON","ON4","SCR",20,NA,1,2010-03-07,2010-03-07,"spring","RE","u_con","no"
"1780",1780,"ON","ON5","Hen",9,NA,1,2010-03-07,2010-03-07,"spring","RE","u_rem","no"
"1781",1781,"ON","ON5","SAC",3,NA,1,2010-03-07,2010-03-07,"spring","RE","u_rem","no"
"1782",1782,"ON","ON5","CLU",3,NA,1,2010-03-07,2010-03-07,"spring","RE","u_rem","no"
"1783",1783,"ON","ON5","SME",35,NA,1,2010-03-07,2010-03-07,"spring","RE","u_rem","no"
"1784",1784,"PG","PG1","TCAt",7,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1785",1785,"PG","PG1","TCAt",5,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1786",1786,"PG","PG1","TCAt",5,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1787",1787,"PG","PG1","JZO",7,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1788",1788,"PG","PG1","JZO",4,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1789",1789,"PG","PG1","JZO",6,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1790",1790,"PG","PG1","PCA",40,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1791",1791,"PG","PG1","Hen",5,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1792",1792,"PG","PG1","Hen",6,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1793",1793,"PG","PG1","Hen",7,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1794",1794,"PG","PG1","AHA",4,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1795",1795,"PG","PG1","CLU",2,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1796",1796,"PG","PG2","CST",11,NA,1,2010-03-08,2010-03-07,"spring","RE","u_rem","no"
"1797",1797,"PG","PG2","Hen",5,NA,1,2010-03-08,2010-03-07,"spring","RE","u_rem","no"
"1798",1798,"PG","PG2","Hen",6,NA,1,2010-03-08,2010-03-07,"spring","RE","u_rem","no"
"1799",1799,"PG","PG2","Hen",7,NA,1,2010-03-08,2010-03-07,"spring","RE","u_rem","no"
"1800",1800,"PG","PG2","JZO",7,NA,1,2010-03-08,2010-03-07,"spring","RE","u_rem","no"
"1801",1801,"PG","PG2","JZO",7,NA,1,2010-03-08,2010-03-07,"spring","RE","u_rem","no"
"1802",1802,"PG","PG2","AHA",4,NA,1,2010-03-08,2010-03-07,"spring","RE","u_rem","no"
"1803",1803,"PG","PG2","shrimp",3,NA,1,2010-03-08,2010-03-07,"spring","RE","u_rem","no"
"1804",1804,"PG","PG3","SFR",14,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1805",1805,"PG","PG3","Hen",7,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1806",1806,"PG","PG3","Hen",5,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1807",1807,"PG","PG3","Hen",5,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1808",1808,"PG","PG3","Hen",4,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1809",1809,"PG","PG3","Hen",7,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1810",1810,"PG","PG3","TCAt",8,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1811",1811,"PG","PG3","TCAt",5,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1812",1812,"PG","PG3","TCAt",6,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1813",1813,"PG","PG3","SAC",3,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1814",1814,"PG","PG3","CLU",2,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1815",1815,"PG","PG3","JZO",5,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1816",1816,"PG","PG4","SAC",3,NA,1,2010-03-08,2010-03-07,"spring","RE","u_rem","no"
"1817",1817,"PG","PG4","SAC",3,NA,1,2010-03-08,2010-03-07,"spring","RE","u_rem","no"
"1818",1818,"PG","PG4","SAC",2,NA,1,2010-03-08,2010-03-07,"spring","RE","u_rem","no"
"1819",1819,"PG","PG4","AHA",5,NA,1,2010-03-08,2010-03-07,"spring","RE","u_rem","no"
"1820",1820,"PG","PG4","CLU",3,NA,1,2010-03-08,2010-03-07,"spring","RE","u_rem","no"
"1821",1821,"PG","PG4","JZO",7,NA,1,2010-03-08,2010-03-07,"spring","RE","u_rem","no"
"1822",1822,"PG","PG5","CST",15,NA,1,2010-03-08,2010-03-07,"spring","RE","u_rem","no"
"1823",1823,"PG","PG6","TCAt",4,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1824",1824,"PG","PG6","TCAt",6,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1825",1825,"PG","PG6","SAC",2,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1826",1826,"PG","PG6","SAC",2,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1827",1827,"PG","PG6","SAC",2,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1828",1828,"PG","PG6","JZO",8,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1829",1829,"PG","PG6","JZO",5,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1830",1830,"PG","PG6","JZO",4,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1831",1831,"PG","PG6","JZO",4,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1832",1832,"PG","PG6","PCA",3,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1833",1833,"PG","PG6","RWO",4,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1834",1834,"PG","PG6","Hen",4,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1835",1835,"PG","PG6","Hen",5,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1836",1836,"PG","PG6","Hen",5,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1837",1837,"PG","PG6","Hen",7,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1838",1838,"PG","PG6","AHA",5,NA,1,2010-03-08,2010-03-07,"spring","RE","u_con","no"
"1839",1839,"SC","SC1","SFR",19,NA,1,2010-03-06,2010-03-07,"spring","RE","u_rem","no"
"1840",1840,"SC","SC1","Hen",5,NA,1,2010-03-06,2010-03-07,"spring","RE","u_rem","no"
"1841",1841,"SC","SC1","Hen",7,NA,1,2010-03-06,2010-03-07,"spring","RE","u_rem","no"
"1842",1842,"SC","SC1","Hen",6,NA,1,2010-03-06,2010-03-07,"spring","RE","u_rem","no"
"1843",1843,"SC","SC1","Hen",4,NA,1,2010-03-06,2010-03-07,"spring","RE","u_rem","no"
"1844",1844,"SC","SC1","Hen",6,NA,1,2010-03-06,2010-03-07,"spring","RE","u_rem","no"
"1845",1845,"SC","SC1","TCAt",4,NA,1,2010-03-06,2010-03-07,"spring","RE","u_rem","no"
"1846",1846,"SC","SC1","JFU",4,NA,1,2010-03-06,2010-03-07,"spring","RE","u_rem","no"
"1847",1847,"SC","SC1","JZO",8,NA,1,2010-03-06,2010-03-07,"spring","RE","u_rem","no"
"1848",1848,"SC","SC1","JZO",7,NA,1,2010-03-06,2010-03-07,"spring","RE","u_rem","no"
"1849",1849,"SC","SC4","SAC",3,NA,1,2010-03-06,2010-03-07,"spring","RE","u_con","no"
"1850",1850,"SC","SC4","TCAt",7,NA,1,2010-03-06,2010-03-07,"spring","RE","u_con","no"
"1851",1851,"SC","SC4","Hen",13,NA,1,2010-03-06,2010-03-07,"spring","RE","u_con","no"
"1852",1852,"SC","SC4","CPA",6,NA,1,2010-03-06,2010-03-07,"spring","RE","u_con","no"
"1853",1853,"SC","SC4","HDE",25,"blue",1,2010-03-06,2010-03-07,"spring","RE","u_con","no"
"1854",1854,"SC","SC5","Hen",7,NA,1,2010-03-06,2010-03-07,"spring","RE","u_con","no"
"1855",1855,"SC","SC5","Hen",2,NA,1,2010-03-06,2010-03-07,"spring","RE","u_con","no"
"1856",1856,"SC","SC5","Hen",7,NA,1,2010-03-06,2010-03-07,"spring","RE","u_con","no"
"1857",1857,"SC","SC5","JZO",6,NA,1,2010-03-06,2010-03-07,"spring","RE","u_con","no"
"1858",1858,"SC","SC5","PCA",30,NA,1,2010-03-06,2010-03-07,"spring","RE","u_con","no"
"1859",1859,"SC","SC5","hermit",3,NA,1,2010-03-06,2010-03-07,"spring","RE","u_con","no"
"1860",1860,"SC","SC6","HDE",45,"yellow green",1,2010-03-06,2010-03-07,"spring","RE","u_rem","no"
"1861",1861,"SC","SC6","Hen",5,NA,1,2010-03-06,2010-03-07,"spring","RE","u_rem","no"
"1862",1862,"SC","SC6","Hen",6,NA,1,2010-03-06,2010-03-07,"spring","RE","u_rem","no"
"1863",1863,"SC","SC6","JZO",4,NA,1,2010-03-06,2010-03-07,"spring","RE","u_rem","no"
"1864",1864,"SC","SC6","SMA",20,NA,1,2010-03-06,2010-03-07,"spring","RE","u_rem","no"
"1865",1865,"SC","SC6","CLU",4,NA,1,2010-03-06,2010-03-07,"spring","RE","u_rem","no"
"1866",1866,"SC","SC6","CLU",3,NA,1,2010-03-06,2010-03-07,"spring","RE","u_rem","no"
"1867",1867,"SC","SC6","CLU",3,NA,1,2010-03-06,2010-03-07,"spring","RE","u_rem","no"
"1868",1868,"SC","SC6","CLU",3,NA,1,2010-03-06,2010-03-07,"spring","RE","u_rem","no"
"1869",1869,"SC","SC6","TCAt",3,NA,1,2010-03-06,2010-03-07,"spring","RE","u_rem","no"
"1870",1870,"SC","SC7","SFR",5,NA,1,2010-03-06,2010-03-07,"spring","RE","u_con","no"
"1871",1871,"SC","SC7","SFR",9,NA,1,2010-03-06,2010-03-07,"spring","RE","u_con","no"
"1872",1872,"SC","SC7","SFR",10,NA,1,2010-03-06,2010-03-07,"spring","RE","u_con","no"
"1873",1873,"SC","SC7","SFR",8,NA,1,2010-03-06,2010-03-07,"spring","RE","u_con","no"
"1874",1874,"SC","SC7","SFR",17,NA,1,2010-03-06,2010-03-07,"spring","RE","u_con","no"
"1875",1875,"SC","SC7","HDE",40,"yellow green",1,2010-03-06,2010-03-07,"spring","RE","u_con","no"
"1876",1876,"SC","SC7","SEM",6,"PSR; puget sound rockfish",1,2010-03-06,2010-03-07,"spring","RE","u_con","no"
"1877",1877,"SC","SC7","PTE",13,NA,1,2010-03-06,2010-03-07,"spring","RE","u_con","no"
"1878",1878,"SC","SC7","PCA",30,NA,1,2010-03-06,2010-03-07,"spring","RE","u_con","no"
"1879",1879,"SC","SC7","PCA",35,NA,1,2010-03-06,2010-03-07,"spring","RE","u_con","no"
"1880",1880,"SC","SC7","Hen",3,NA,1,2010-03-06,2010-03-07,"spring","RE","u_con","no"
"1881",1881,"SC","SC8","SME",30,NA,1,2010-03-06,2010-03-07,"spring","RE","u_rem","no"
"1882",1882,"SC","SC8","Seb",12,NA,1,2010-03-06,2010-03-07,"spring","RE","u_rem","no"
"1883",1883,"SC","SC8","Hen",5,NA,1,2010-03-06,2010-03-07,"spring","RE","u_rem","no"
"1884",1884,"SC","SC8","Hen",4,NA,1,2010-03-06,2010-03-07,"spring","RE","u_rem","no"
"1885",1885,"SC","SC8","Hen",5,NA,1,2010-03-06,2010-03-07,"spring","RE","u_rem","no"
"1886",1886,"SC","SC8","Hen",6,NA,1,2010-03-06,2010-03-07,"spring","RE","u_rem","no"
"1887",1887,"SC","SC8","JZO",6,NA,1,2010-03-06,2010-03-07,"spring","RE","u_rem","no"
"1888",1888,"SC","SC8","JZO",10,NA,1,2010-03-06,2010-03-07,"spring","RE","u_rem","no"
"1889",1889,"SC","SC8","OEL",60,NA,1,2010-03-06,2010-03-07,"spring","RE","u_rem","no"
"1890",1890,"SC","SC8","SEM",15,NA,1,2010-03-06,2010-03-07,"spring","RE","u_rem","no"
"1891",1891,"ON","ON0","Hen",3,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1892",1892,"ON","ON0","PCA",44,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1893",1893,"ON","ON0","PCA",45,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1894",1894,"ON","ON0","PCA",37,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1895",1895,"ON","ON0","CLU",2,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1896",1896,"ON","ON0","Chl",5,"chlamys",1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1897",1897,"ON","ON0","FOR",11,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1898",1898,"ON","ON0","FOR",10,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1899",1899,"ON","ON0","RNI",7,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1900",1900,"ON","ON0","SAC",2,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1901",1901,"ON","ON0","SAC",2,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1902",1902,"ON","ON1","SFR",9,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1903",1903,"ON","ON1","SFR",6,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1904",1904,"ON","ON1","SFR",9,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1905",1905,"ON","ON1","SFR",13,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1906",1906,"ON","ON1","SFR",14,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1907",1907,"ON","ON1","SFR",11,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1908",1908,"ON","ON1","SFR",12,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1909",1909,"ON","ON1","SFR",10,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1910",1910,"ON","ON1","CCU",4,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1911",1911,"ON","ON1","Chl",4,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1912",1912,"ON","ON1","TCAn",3,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1913",1913,"ON","ON1","TCAn",6,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1914",1914,"ON","ON1","PCA",23,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1915",1915,"ON","ON1","PCA",3,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1916",1916,"ON","ON1","PCA",7,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1917",1917,"ON","ON1","PCA",41,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1918",1918,"ON","ON1","SDR",4,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1919",1919,"ON","ON1","Nuc",5,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1920",1920,"ON","ON1","CLU",2,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1921",1921,"ON","ON2","SFR",2,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1922",1922,"ON","ON2","SFR",4,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1923",1923,"ON","ON2","SFR",6,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1924",1924,"ON","ON2","SFR",14,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1925",1925,"ON","ON2","SFR",8,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1926",1926,"ON","ON2","SFR",8,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1927",1927,"ON","ON2","SFR",16,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1928",1928,"ON","ON2","SFR",7,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1929",1929,"ON","ON2","SFR",13,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1930",1930,"ON","ON2","SFR",12,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1931",1931,"ON","ON2","JZO",5,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1932",1932,"ON","ON2","JZO",3,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1933",1933,"ON","ON2","JZO",6,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1934",1934,"ON","ON2","Hen",9,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1935",1935,"ON","ON2","Hen",4,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1936",1936,"ON","ON2","Hen",11,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1937",1937,"ON","ON2","Hen",9,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1938",1938,"ON","ON2","Cry",3,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1939",1939,"ON","ON2","AHA",4,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1940",1940,"ON","ON2","OGR",3,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1941",1941,"ON","ON2","Nuc",4,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1942",1942,"ON","ON2","Nuc",4,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1943",1943,"ON","ON2","Nuc",5,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1944",1944,"ON","ON2","Nuc",4,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1945",1945,"ON","ON2","Nuc",4,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1946",1946,"ON","ON2","Nuc",5,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1947",1947,"ON","ON2","Nuc",3,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1948",1948,"ON","ON2","hermit",4,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1949",1949,"ON","ON2","SDR",2,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1950",1950,"ON","ON2","SDR",4,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1951",1951,"ON","ON3","SFR",8,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1952",1952,"ON","ON3","SFR",6,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1953",1953,"ON","ON3","Hen",7,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1954",1954,"ON","ON3","Hen",10,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1955",1955,"ON","ON3","Chl",3,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1956",1956,"ON","ON4","SFR",15,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1957",1957,"ON","ON4","SFR",7,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1958",1958,"ON","ON4","SFR",4,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1959",1959,"ON","ON4","hermit",5,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1960",1960,"ON","ON4","TCAn",6,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1961",1961,"ON","ON4","AHA",7,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1962",1962,"ON","ON4","hermit",10,"with sponge",1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1963",1963,"ON","ON4","hermit",5,"with sponge",1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1964",1964,"ON","ON4","CLU",3,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1965",1965,"ON","ON4","CLU",2,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1966",1966,"ON","ON4","FOR",11,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1967",1967,"ON","ON4","FOR",6,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1968",1968,"ON","ON4","CFO",6,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1969",1969,"ON","ON5","SFR",12,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1970",1970,"ON","ON5","SFR",10,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1971",1971,"ON","ON5","SFR",13,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1972",1972,"ON","ON5","Hen",15,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1973",1973,"ON","ON5","Hen",15,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1974",1974,"ON","ON5","PPA",6,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1975",1975,"ON","ON5","FOR",6,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1976",1976,"PG","PG1","Hen",11,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1977",1977,"PG","PG1","Hen",9,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1978",1978,"PG","PG1","Hen",11,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1979",1979,"PG","PG1","Hen",8,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1980",1980,"PG","PG1","TCAn",3,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1981",1981,"PG","PG1","AHA",5,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1982",1982,"PG","PG1","CLU",3,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1983",1983,"PG","PG2","SFR",18,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1984",1984,"PG","PG2","SFR",16,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1985",1985,"PG","PG2","SFR",14,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1986",1986,"PG","PG2","OEL",55,"lingcod",1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1987",1987,"PG","PG2","Chl",3,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1988",1988,"PG","PG2","Cry",4,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1989",1989,"PG","PG2","AHA",6,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1990",1990,"PG","PG2","CST",15,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1991",1991,"PG","PG2","CST",10,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1992",1992,"PG","PG2","Hen",9,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1993",1993,"PG","PG2","CLU",2,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1994",1994,"PG","PG2","ANA",3,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"1995",1995,"PG","PG3","SFR",15,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1996",1996,"PG","PG3","CLU",3,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1997",1997,"PG","PG3","CLU",3,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1998",1998,"PG","PG3","CST",19,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"1999",1999,"PG","PG3","CST",15,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"2000",2000,"PG","PG3","OGR",3,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"2001",2001,"PG","PG3","Hen",9,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"2002",2002,"PG","PG3","JZO",6,NA,1,2010-06-03,2010-06-03,"summer","KT","u_con","no"
"2003",2003,"PG","PG4","SFR",9,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
"2004",2004,"PG","PG4","SFR",14,NA,1,2010-06-03,2010-06-03,"summer","KT","u_rem","no"
